"fit.num","term","estimate","std.error","statistic","p.value","r.squared","migration.rates","niches","num.islands"
1,"theta",-0.977,0.085,-11.458,0,0.595,0.003,1,20
1,"m0",0,0,-0.032,0.975,0.595,0.003,1,20
1,"K",0.982,0.019,51.156,0,0.595,0.003,1,20
2,"theta",-0.208,0.085,-2.437,0.026,0.939,0.003,2,20
2,"m0",-0.039,0.011,-3.581,0.002,0.939,0.003,2,20
2,"K",1.991,0.016,127.945,0,0.939,0.003,2,20
3,"theta",32737.543,139741.993,0.234,0.818,0.917,0.003,3,20
3,"m0",0.016,0.001,13.542,0,0.917,0.003,3,20
3,"K",2.94,0.021,140.61,0,0.917,0.003,3,20
4,"theta",19496.607,217208.832,0.09,0.93,0.873,0.003,4,20
4,"m0",0.017,0.002,10.806,0,0.873,0.003,4,20
4,"K",3.948,0.032,122.231,0,0.873,0.003,4,20
5,"theta",15499.693,245747.613,0.063,0.95,0.931,0.003,5,20
5,"m0",0.02,0.001,13.963,0,0.931,0.003,5,20
5,"K",4.926,0.03,166.018,0,0.931,0.003,5,20
6,"theta",20813.938,225880.39,0.092,0.928,0.897,0.003,6,20
6,"m0",0.021,0.002,12.147,0,0.897,0.003,6,20
6,"K",5.931,0.042,141.637,0,0.897,0.003,6,20
7,"theta",30264.801,298604.27,0.101,0.92,0.93,0.003,7,20
7,"m0",0.025,0.002,14.955,0,0.93,0.003,7,20
7,"K",6.871,0.046,150.078,0,0.93,0.003,7,20
8,"theta",34984.188,344977.345,0.101,0.92,0.929,0.003,8,20
8,"m0",0.027,0.002,14.373,0,0.929,0.003,8,20
8,"K",7.841,0.052,150.879,0,0.929,0.003,8,20
9,"theta",25968.144,593835.271,0.044,0.966,0.932,0.003,9,20
9,"m0",0.028,0.002,15.178,0,0.932,0.003,9,20
9,"K",8.832,0.056,156.335,0,0.932,0.003,9,20
10,"theta",30430.889,295061.904,0.103,0.919,0.946,0.003,10,20
10,"m0",0.031,0.002,16.867,0,0.946,0.003,10,20
10,"K",9.796,0.057,172.281,0,0.946,0.003,10,20
11,"theta",24680.307,643900.373,0.038,0.97,0.968,0.003,11,20
11,"m0",0.032,0.001,22.633,0,0.968,0.003,11,20
11,"K",10.793,0.056,191.67,0,0.968,0.003,11,20
12,"theta",19008.479,890074.099,0.021,0.983,0.953,0.003,12,20
12,"m0",0.034,0.002,14.217,0,0.953,0.003,12,20
12,"K",11.769,0.066,179.502,0,0.953,0.003,12,20
13,"theta",31700.8,990675.617,0.032,0.975,0.941,0.003,13,20
13,"m0",0.036,0.002,16.048,0,0.941,0.003,13,20
13,"K",12.709,0.096,132.841,0,0.941,0.003,13,20
14,"theta",19504.404,1575486.341,0.012,0.99,0.945,0.003,14,20
14,"m0",0.037,0.002,16.919,0,0.945,0.003,14,20
14,"K",13.746,0.117,117.385,0,0.945,0.003,14,20
15,"theta",-1.447,0.265,-5.459,0,0.986,0.003,15,20
15,"m0",-0.11,0.013,-8.389,0,0.986,0.003,15,20
15,"K",14.92,0.052,284.518,0,0.986,0.003,15,20
16,"theta",28830.024,878866.818,0.033,0.974,0.953,0.003,16,20
16,"m0",0.037,0.002,18.453,0,0.953,0.003,16,20
16,"K",15.734,0.081,194.551,0,0.953,0.003,16,20
17,"theta",24011.596,925423.916,0.026,0.98,0.969,0.003,17,20
17,"m0",0.039,0.002,19.061,0,0.969,0.003,17,20
17,"K",16.713,0.076,219.218,0,0.969,0.003,17,20
18,"theta",42861.462,1387656.447,0.031,0.976,0.942,0.003,18,20
18,"m0",0.043,0.003,16.482,0,0.942,0.003,18,20
18,"K",17.598,0.121,145.424,0,0.942,0.003,18,20
19,"theta",36436.778,1499699.178,0.024,0.981,0.957,0.003,19,20
19,"m0",0.046,0.003,15.281,0,0.957,0.003,19,20
19,"K",18.597,0.117,158.797,0,0.957,0.003,19,20
20,"theta",29497.784,1176106.147,0.025,0.98,0.97,0.003,20,20
20,"m0",0.043,0.002,23.202,0,0.97,0.003,20,20
20,"K",19.631,0.084,234.399,0,0.97,0.003,20,20
21,"theta",-0.19,0.125,-1.523,0.146,0.866,0.006,1,20
21,"m0",-0.023,0.013,-1.692,0.109,0.866,0.006,1,20
21,"K",0.987,0.021,47.52,0,0.866,0.006,1,20
22,"theta",-0.58,0.279,-2.076,0.053,0.952,0.006,2,20
22,"m0",-0.022,0.013,-1.614,0.125,0.952,0.006,2,20
22,"K",1.978,0.027,73.889,0,0.952,0.006,2,20
23,"theta",13444.489,292747.222,0.046,0.964,0.922,0.006,3,20
23,"m0",0.032,0.002,13.656,0,0.922,0.006,3,20
23,"K",2.894,0.04,72.638,0,0.922,0.006,3,20
24,"theta",22819.289,282338.3,0.081,0.937,0.942,0.006,4,20
24,"m0",0.036,0.002,16.142,0,0.942,0.006,4,20
24,"K",3.889,0.047,82.485,0,0.942,0.006,4,20
25,"theta",82423.31,395353.951,0.208,0.837,0.941,0.006,5,20
25,"m0",0.044,0.003,15.946,0,0.941,0.006,5,20
25,"K",4.801,0.07,68.73,0,0.941,0.006,5,20
26,"theta",54525.692,427289.05,0.128,0.9,0.946,0.006,6,20
26,"m0",0.045,0.003,16.953,0,0.946,0.006,6,20
26,"K",5.793,0.07,83.257,0,0.946,0.006,6,20
27,"theta",54567.313,579224.632,0.094,0.926,0.952,0.006,7,20
27,"m0",0.05,0.003,17.228,0,0.952,0.006,7,20
27,"K",6.746,0.076,88.56,0,0.952,0.006,7,20
28,"theta",30600.03,516527.623,0.059,0.953,0.953,0.006,8,20
28,"m0",0.053,0.003,18.386,0,0.953,0.006,8,20
28,"K",7.706,0.085,90.243,0,0.953,0.006,8,20
29,"theta",56740.341,963034.734,0.059,0.954,0.97,0.006,9,20
29,"m0",0.058,0.003,20.117,0,0.97,0.006,9,20
29,"K",8.674,0.079,110.3,0,0.97,0.006,9,20
30,"theta",35177.184,761782.065,0.046,0.964,0.961,0.006,10,20
30,"m0",0.063,0.003,19.189,0,0.961,0.006,10,20
30,"K",9.593,0.101,95.068,0,0.961,0.006,10,20
31,"theta",27608.334,1825937.37,0.015,0.988,0.959,0.006,11,20
31,"m0",0.065,0.004,18.093,0,0.959,0.006,11,20
31,"K",10.554,0.114,92.983,0,0.959,0.006,11,20
32,"theta",52033.554,670748.607,0.078,0.939,0.962,0.006,12,20
32,"m0",0.066,0.004,16.538,0,0.962,0.006,12,20
32,"K",11.587,0.132,88.103,0,0.962,0.006,12,20
33,"theta",37841.56,862144.557,0.044,0.966,0.963,0.006,13,20
33,"m0",0.066,0.003,19.846,0,0.963,0.006,13,20
33,"K",12.561,0.16,78.486,0,0.963,0.006,13,20
34,"theta",48023.739,987401.496,0.049,0.962,0.961,0.006,14,20
34,"m0",0.072,0.004,20.185,0,0.961,0.006,14,20
34,"K",13.512,0.143,94.275,0,0.961,0.006,14,20
35,"theta",36063.44,1890188.151,0.019,0.985,0.961,0.006,15,20
35,"m0",0.074,0.004,18.763,0,0.961,0.006,15,20
35,"K",14.455,0.154,93.773,0,0.961,0.006,15,20
36,"theta",52629.764,737963.536,0.071,0.944,0.973,0.006,16,20
36,"m0",0.072,0.003,24.613,0,0.973,0.006,16,20
36,"K",15.501,0.123,125.85,0,0.973,0.006,16,20
37,"theta",74030.696,1146203.281,0.065,0.949,0.972,0.006,17,20
37,"m0",0.078,0.003,24.318,0,0.972,0.006,17,20
37,"K",16.426,0.141,116.883,0,0.972,0.006,17,20
38,"theta",98088.827,1022288.382,0.096,0.925,0.966,0.006,18,20
38,"m0",0.081,0.004,21.561,0,0.966,0.006,18,20
38,"K",17.352,0.162,107.267,0,0.966,0.006,18,20
39,"theta",43510.341,1771400.606,0.025,0.981,0.972,0.006,19,20
39,"m0",0.084,0.004,22.887,0,0.972,0.006,19,20
39,"K",18.315,0.155,118.18,0,0.972,0.006,19,20
40,"theta",48337.385,2586959.862,0.019,0.985,0.965,0.006,20,20
40,"m0",0.086,0.004,19.579,0,0.965,0.006,20,20
40,"K",19.305,0.208,92.956,0,0.965,0.006,20,20
41,"theta",15245.471,187403.228,0.081,0.936,0.833,0.009,1,20
41,"m0",0.03,0.003,9.094,0,0.833,0.009,1,20
41,"K",0.931,0.035,26.924,0,0.833,0.009,1,20
42,"theta",-0.755,0.365,-2.066,0.054,0.943,0.009,2,20
42,"m0",-0.019,0.015,-1.271,0.221,0.943,0.009,2,20
42,"K",1.982,0.041,48.51,0,0.943,0.009,2,20
43,"theta",-1.944,0.999,-1.945,0.068,0.959,0.009,3,20
43,"m0",-0.005,0.012,-0.449,0.659,0.959,0.009,3,20
43,"K",2.928,0.053,55.507,0,0.959,0.009,3,20
44,"theta",40275.397,431664.486,0.093,0.927,0.944,0.009,4,20
44,"m0",0.054,0.003,16.28,0,0.944,0.009,4,20
44,"K",3.796,0.071,53.425,0,0.944,0.009,4,20
45,"theta",-1.609,0.477,-3.374,0.004,0.973,0.009,5,20
45,"m0",-0.037,0.015,-2.483,0.024,0.973,0.009,5,20
45,"K",4.926,0.068,72.376,0,0.973,0.009,5,20
46,"theta",24118.01,642136.099,0.038,0.97,0.958,0.009,6,20
46,"m0",0.064,0.003,19.36,0,0.958,0.009,6,20
46,"K",5.784,0.082,70.577,0,0.958,0.009,6,20
47,"theta",45346.192,531877.782,0.085,0.933,0.965,0.009,7,20
47,"m0",0.073,0.003,21.436,0,0.965,0.009,7,20
47,"K",6.623,0.103,64.182,0,0.965,0.009,7,20
48,"theta",84237.482,631764.202,0.133,0.895,0.969,0.009,8,20
48,"m0",0.078,0.003,22.776,0,0.969,0.009,8,20
48,"K",7.63,0.101,75.828,0,0.969,0.009,8,20
49,"theta",42949.053,881038.935,0.049,0.962,0.96,0.009,9,20
49,"m0",0.087,0.004,19.943,0,0.96,0.009,9,20
49,"K",8.465,0.141,60.066,0,0.96,0.009,9,20
50,"theta",38697.816,900245.937,0.043,0.966,0.966,0.009,10,20
50,"m0",0.089,0.004,21.624,0,0.966,0.009,10,20
50,"K",9.453,0.141,67.072,0,0.966,0.009,10,20
51,"theta",43920.258,1245707.056,0.035,0.972,0.964,0.009,11,20
51,"m0",0.094,0.005,20.642,0,0.964,0.009,11,20
51,"K",10.369,0.152,68.162,0,0.964,0.009,11,20
52,"theta",54376.205,773046.293,0.07,0.945,0.966,0.009,12,20
52,"m0",0.096,0.004,21.641,0,0.966,0.009,12,20
52,"K",11.382,0.158,72.027,0,0.966,0.009,12,20
53,"theta",83347.698,1162827.209,0.072,0.944,0.978,0.009,13,20
53,"m0",0.097,0.004,26.132,0,0.978,0.009,13,20
53,"K",12.385,0.144,86.15,0,0.978,0.009,13,20
54,"theta",-3.413,0.407,-8.387,0,0.993,0.009,14,20
54,"m0",-0.087,0.01,-8.367,0,0.993,0.009,14,20
54,"K",13.882,0.096,144.068,0,0.993,0.009,14,20
55,"theta",-4.283,0.456,-9.383,0,0.996,0.009,15,20
55,"m0",-0.075,0.009,-7.916,0,0.996,0.009,15,20
55,"K",14.837,0.082,181.539,0,0.996,0.009,15,20
56,"theta",-4.489,0.582,-7.712,0,0.993,0.009,16,20
56,"m0",-0.08,0.012,-6.642,0,0.993,0.009,16,20
56,"K",15.855,0.108,147.119,0,0.993,0.009,16,20
57,"theta",96855.509,1495169.77,0.065,0.949,0.969,0.009,17,20
57,"m0",0.115,0.005,22.137,0,0.969,0.009,17,20
57,"K",16.09,0.319,50.428,0,0.969,0.009,17,20
58,"theta",-5.562,0.862,-6.452,0,0.991,0.009,18,20
58,"m0",-0.076,0.015,-5.022,0,0.991,0.009,18,20
58,"K",17.799,0.142,125.568,0,0.991,0.009,18,20
59,"theta",125976.899,1170961.927,0.108,0.916,0.974,0.009,19,20
59,"m0",0.122,0.005,24.762,0,0.974,0.009,19,20
59,"K",18.029,0.22,81.784,0,0.974,0.009,19,20
60,"theta",110167.136,1283878.473,0.086,0.933,0.97,0.009,20,20
60,"m0",0.124,0.005,23.425,0,0.97,0.009,20,20
60,"K",18.931,0.245,77.418,0,0.97,0.009,20,20
61,"theta",16878.861,167250.301,0.101,0.921,0.923,0.012,1,20
61,"m0",0.037,0.003,14.02,0,0.923,0.012,1,20
61,"K",0.916,0.029,31.509,0,0.923,0.012,1,20
62,"theta",-0.518,0.136,-3.811,0.001,0.961,0.012,2,20
62,"m0",-0.035,0.009,-3.756,0.002,0.961,0.012,2,20
62,"K",2.015,0.038,52.468,0,0.961,0.012,2,20
63,"theta",-1.607,0.519,-3.099,0.007,0.973,0.012,3,20
63,"m0",-0.012,0.011,-1.108,0.283,0.973,0.012,3,20
63,"K",2.921,0.052,55.991,0,0.973,0.012,3,20
64,"theta",-1.535,0.286,-5.369,0,0.986,0.012,4,20
64,"m0",-0.03,0.009,-3.29,0.004,0.986,0.012,4,20
64,"K",3.906,0.051,75.859,0,0.986,0.012,4,20
65,"theta",54586.66,756570.208,0.072,0.943,0.971,0.012,5,20
65,"m0",0.079,0.003,23.281,0,0.971,0.012,5,20
65,"K",4.712,0.078,60.252,0,0.971,0.012,5,20
66,"theta",24722.48,486011.521,0.051,0.96,0.967,0.012,6,20
66,"m0",0.086,0.004,21.184,0,0.967,0.012,6,20
66,"K",5.668,0.107,53.131,0,0.967,0.012,6,20
67,"theta",54079.178,755261.611,0.072,0.944,0.972,0.012,7,20
67,"m0",0.093,0.004,20.854,0,0.972,0.012,7,20
67,"K",6.575,0.137,48.096,0,0.972,0.012,7,20
68,"theta",59304.309,878511.692,0.068,0.947,0.966,0.012,8,20
68,"m0",0.1,0.005,21.813,0,0.966,0.012,8,20
68,"K",7.491,0.135,55.624,0,0.966,0.012,8,20
69,"theta",44990.18,1104043.444,0.041,0.968,0.974,0.012,9,20
69,"m0",0.106,0.004,24.692,0,0.974,0.012,9,20
69,"K",8.437,0.139,60.539,0,0.974,0.012,9,20
70,"theta",72958.87,974327.176,0.075,0.941,0.973,0.012,10,20
70,"m0",0.118,0.005,22.951,0,0.973,0.012,10,20
70,"K",9.336,0.174,53.714,0,0.973,0.012,10,20
71,"theta",-4.064,0.432,-9.417,0,0.995,0.012,11,20
71,"m0",-0.054,0.009,-6.14,0,0.995,0.012,11,20
71,"K",10.846,0.084,129.701,0,0.995,0.012,11,20
72,"theta",70230.644,728964.943,0.096,0.924,0.982,0.012,12,20
72,"m0",0.12,0.004,29.829,0,0.982,0.012,12,20
72,"K",11.314,0.149,75.813,0,0.982,0.012,12,20
73,"theta",54849.962,1791631.057,0.031,0.976,0.972,0.012,13,20
73,"m0",0.131,0.005,24.006,0,0.972,0.012,13,20
73,"K",12.076,0.251,48.024,0,0.972,0.012,13,20
74,"theta",93516.957,1159514.992,0.081,0.937,0.971,0.012,14,20
74,"m0",0.136,0.006,23.364,0,0.971,0.012,14,20
74,"K",13.1,0.239,54.713,0,0.971,0.012,14,20
75,"theta",84086.633,1381232.608,0.061,0.952,0.977,0.012,15,20
75,"m0",0.138,0.005,26.729,0,0.977,0.012,15,20
75,"K",14.074,0.215,65.575,0,0.977,0.012,15,20
76,"theta",71867.242,1336003.904,0.054,0.958,0.977,0.012,16,20
76,"m0",0.142,0.005,26.038,0,0.977,0.012,16,20
76,"K",14.99,0.219,68.329,0,0.977,0.012,16,20
77,"theta",-7.116,0.795,-8.952,0,0.995,0.012,17,20
77,"m0",-0.054,0.011,-4.904,0,0.995,0.012,17,20
77,"K",16.694,0.128,130.122,0,0.995,0.012,17,20
78,"theta",97697.049,2603121.415,0.038,0.97,0.976,0.012,18,20
78,"m0",0.155,0.006,25.692,0,0.976,0.012,18,20
78,"K",16.818,0.262,64.272,0,0.976,0.012,18,20
79,"theta",119933.09,3149228.428,0.038,0.97,0.969,0.012,19,20
79,"m0",0.16,0.007,22.153,0,0.969,0.012,19,20
79,"K",17.601,0.322,54.737,0,0.969,0.012,19,20
80,"theta",87074.895,1949411.975,0.045,0.965,0.976,0.012,20,20
80,"m0",0.162,0.006,25.833,0,0.976,0.012,20,20
80,"K",18.685,0.289,64.684,0,0.976,0.012,20,20
81,"theta",-0.342,0.082,-4.16,0.001,0.963,0.015,1,20
81,"m0",-0.02,0.007,-3.023,0.008,0.963,0.015,1,20
81,"K",0.977,0.026,37.836,0,0.963,0.015,1,20
82,"theta",160697.99,299266.048,0.537,0.598,0.958,0.015,2,20
82,"m0",0.065,0.004,18.184,0,0.958,0.015,2,20
82,"K",1.82,0.049,37.058,0,0.958,0.015,2,20
83,"theta",47529.258,413310.808,0.115,0.91,0.968,0.015,3,20
83,"m0",0.077,0.004,21.621,0,0.968,0.015,3,20
83,"K",2.791,0.067,41.371,0,0.968,0.015,3,20
84,"theta",-1.268,0.175,-7.255,0,0.988,0.015,4,20
84,"m0",-0.044,0.008,-5.898,0,0.988,0.015,4,20
84,"K",3.993,0.055,72.877,0,0.988,0.015,4,20
85,"theta",42804.327,911330.91,0.047,0.963,0.96,0.015,5,20
85,"m0",0.097,0.005,19.51,0,0.96,0.015,5,20
85,"K",4.591,0.114,40.142,0,0.96,0.015,5,20
86,"theta",35586.092,846162.337,0.042,0.967,0.977,0.015,6,20
86,"m0",0.111,0.005,23.284,0,0.977,0.015,6,20
86,"K",5.523,0.113,48.907,0,0.977,0.015,6,20
87,"theta",49331.947,1220704.974,0.04,0.968,0.958,0.015,7,20
87,"m0",0.118,0.006,18.8,0,0.958,0.015,7,20
87,"K",6.42,0.178,35.992,0,0.958,0.015,7,20
88,"theta",60019.201,1545759.096,0.039,0.969,0.971,0.015,8,20
88,"m0",0.122,0.005,23.232,0,0.971,0.015,8,20
88,"K",7.4,0.157,47.037,0,0.971,0.015,8,20
89,"theta",63340.815,927035.329,0.068,0.946,0.976,0.015,9,20
89,"m0",0.13,0.005,25.581,0,0.976,0.015,9,20
89,"K",8.426,0.157,53.721,0,0.976,0.015,9,20
90,"theta",42498.681,1317891.88,0.032,0.975,0.97,0.015,10,20
90,"m0",0.141,0.006,22.872,0,0.97,0.015,10,20
90,"K",9.175,0.214,42.904,0,0.97,0.015,10,20
91,"theta",49776.013,927782.817,0.054,0.958,0.98,0.015,11,20
91,"m0",0.144,0.006,24.052,0,0.98,0.015,11,20
91,"K",10.184,0.182,56.01,0,0.98,0.015,11,20
92,"theta",-4.884,0.574,-8.511,0,0.993,0.015,12,20
92,"m0",-0.054,0.011,-4.901,0,0.993,0.015,12,20
92,"K",11.732,0.137,85.45,0,0.993,0.015,12,20
93,"theta",97014.034,1344128.174,0.072,0.943,0.976,0.015,13,20
93,"m0",0.159,0.007,24.049,0,0.976,0.015,13,20
93,"K",12.022,0.235,51.16,0,0.976,0.015,13,20
94,"theta",-5.686,0.395,-14.379,0,0.998,0.015,14,20
94,"m0",-0.058,0.007,-8.382,0,0.998,0.015,14,20
94,"K",13.801,0.09,153.867,0,0.998,0.015,14,20
95,"theta",-7.478,0.805,-9.292,0,0.995,0.015,15,20
95,"m0",-0.041,0.011,-3.832,0.001,0.995,0.015,15,20
95,"K",14.582,0.154,94.41,0,0.995,0.015,15,20
96,"theta",103899.233,2392860.444,0.043,0.966,0.976,0.015,16,20
96,"m0",0.179,0.007,25.113,0,0.976,0.015,16,20
96,"K",14.719,0.453,32.465,0,0.976,0.015,16,20
97,"theta",98743.878,2126635.625,0.046,0.964,0.977,0.015,17,20
97,"m0",0.18,0.007,26.584,0,0.977,0.015,17,20
97,"K",15.778,0.357,44.137,0,0.977,0.015,17,20
98,"theta",116248.599,1658508.779,0.07,0.945,0.975,0.015,18,20
98,"m0",0.189,0.008,24.435,0,0.975,0.015,18,20
98,"K",16.567,0.332,49.843,0,0.975,0.015,18,20
99,"theta",121108.791,1654877.693,0.073,0.943,0.984,0.015,19,20
99,"m0",0.188,0.007,26.575,0,0.984,0.015,19,20
99,"K",17.7,0.299,59.245,0,0.984,0.015,19,20
100,"theta",104027.676,3402733.817,0.031,0.976,0.974,0.015,20,20
100,"m0",0.196,0.008,24.168,0,0.974,0.015,20,20
100,"K",18.437,0.449,41.032,0,0.974,0.015,20,20
101,"theta",141298.49,193996.955,0.728,0.476,0.935,0.018,1,20
101,"m0",0.055,0.004,15.033,0,0.935,0.018,1,20
101,"K",0.89,0.037,23.829,0,0.935,0.018,1,20
102,"theta",115705.676,377452.372,0.307,0.763,0.952,0.018,2,20
102,"m0",0.074,0.004,17.627,0,0.952,0.018,2,20
102,"K",1.83,0.06,30.43,0,0.952,0.018,2,20
103,"theta",-1.53,0.375,-4.082,0.001,0.968,0.018,3,20
103,"m0",-0.019,0.012,-1.635,0.12,0.968,0.018,3,20
103,"K",2.935,0.085,34.535,0,0.968,0.018,3,20
104,"theta",-2.2,0.276,-7.973,0,0.991,0.018,4,20
104,"m0",-0.018,0.007,-2.705,0.015,0.991,0.018,4,20
104,"K",3.886,0.061,63.774,0,0.991,0.018,4,20
105,"theta",85152.17,618643.25,0.138,0.892,0.977,0.018,5,20
105,"m0",0.115,0.005,23.151,0,0.977,0.018,5,20
105,"K",4.552,0.121,37.631,0,0.977,0.018,5,20
106,"theta",23668.185,873569.79,0.027,0.979,0.977,0.018,6,20
106,"m0",0.124,0.005,26.143,0,0.977,0.018,6,20
106,"K",5.466,0.128,42.573,0,0.977,0.018,6,20
107,"theta",106054.109,761263.32,0.139,0.891,0.978,0.018,7,20
107,"m0",0.141,0.005,26.404,0,0.978,0.018,7,20
107,"K",6.333,0.155,40.803,0,0.978,0.018,7,20
108,"theta",53913.428,1114740.236,0.048,0.962,0.972,0.018,8,20
108,"m0",0.145,0.006,23.686,0,0.972,0.018,8,20
108,"K",7.293,0.219,33.321,0,0.972,0.018,8,20
109,"theta",64325.058,1573484.121,0.041,0.968,0.978,0.018,9,20
109,"m0",0.155,0.006,24.648,0,0.978,0.018,9,20
109,"K",8.223,0.18,45.791,0,0.978,0.018,9,20
110,"theta",-5.765,0.536,-10.759,0,0.995,0.018,10,20
110,"m0",-0.025,0.008,-3.275,0.004,0.995,0.018,10,20
110,"K",9.696,0.112,86.336,0,0.995,0.018,10,20
111,"theta",-5.691,0.719,-7.916,0,0.991,0.018,11,20
111,"m0",-0.035,0.011,-3.076,0.007,0.991,0.018,11,20
111,"K",10.745,0.163,66.079,0,0.991,0.018,11,20
112,"theta",-7.391,0.9,-8.214,0,0.992,0.018,12,20
112,"m0",-0.022,0.01,-2.113,0.05,0.992,0.018,12,20
112,"K",11.614,0.182,63.761,0,0.992,0.018,12,20
113,"theta",-6.449,0.57,-11.317,0,0.995,0.018,13,20
113,"m0",-0.043,0.009,-4.798,0,0.995,0.018,13,20
113,"K",12.762,0.137,92.822,0,0.995,0.018,13,20
114,"theta",-7.485,0.754,-9.927,0,0.994,0.018,14,20
114,"m0",-0.037,0.01,-3.611,0.002,0.994,0.018,14,20
114,"K",13.668,0.17,80.438,0,0.994,0.018,14,20
115,"theta",119962.45,1491821.741,0.08,0.937,0.979,0.018,15,20
115,"m0",0.202,0.007,27.018,0,0.979,0.018,15,20
115,"K",13.66,0.327,41.821,0,0.979,0.018,15,20
116,"theta",101699.823,3080176.305,0.033,0.974,0.978,0.018,16,20
116,"m0",0.205,0.008,25.953,0,0.978,0.018,16,20
116,"K",14.599,0.318,45.894,0,0.978,0.018,16,20
117,"theta",105869.498,1679386.63,0.063,0.95,0.978,0.018,17,20
117,"m0",0.216,0.008,25.826,0,0.978,0.018,17,20
117,"K",15.423,0.355,43.479,0,0.978,0.018,17,20
118,"theta",123664.109,2680815.3,0.046,0.964,0.98,0.018,18,20
118,"m0",0.218,0.009,25.431,0,0.98,0.018,18,20
118,"K",16.501,0.469,35.171,0,0.98,0.018,18,20
119,"theta",207100.096,2665385.926,0.078,0.939,0.979,0.018,19,20
119,"m0",0.224,0.008,26.961,0,0.979,0.018,19,20
119,"K",17.323,0.437,39.617,0,0.979,0.018,19,20
120,"theta",168906.305,2422621.248,0.07,0.945,0.974,0.018,20,20
120,"m0",0.233,0.01,23.258,0,0.974,0.018,20,20
120,"K",18.071,0.473,38.164,0,0.974,0.018,20,20
121,"theta",59870.251,191690.075,0.312,0.759,0.943,0.021,1,20
121,"m0",0.058,0.004,14.808,0,0.943,0.021,1,20
121,"K",0.893,0.037,24.05,0,0.943,0.021,1,20
122,"theta",77446.038,313737.862,0.247,0.808,0.969,0.021,2,20
122,"m0",0.083,0.004,22.491,0,0.969,0.021,2,20
122,"K",1.815,0.054,33.435,0,0.969,0.021,2,20
123,"theta",-1.848,0.336,-5.492,0,0.977,0.021,3,20
123,"m0",-0.012,0.008,-1.424,0.173,0.977,0.021,3,20
123,"K",2.921,0.084,34.583,0,0.977,0.021,3,20
124,"theta",-2,0.238,-8.41,0,0.99,0.021,4,20
124,"m0",-0.025,0.007,-3.43,0.003,0.99,0.021,4,20
124,"K",3.884,0.074,52.36,0,0.99,0.021,4,20
125,"theta",-2.737,0.318,-8.611,0,0.99,0.021,5,20
125,"m0",-0.022,0.008,-2.925,0.009,0.99,0.021,5,20
125,"K",4.85,0.089,54.44,0,0.99,0.021,5,20
126,"theta",83756.904,829658.884,0.101,0.921,0.979,0.021,6,20
126,"m0",0.146,0.005,27.057,0,0.979,0.021,6,20
126,"K",5.403,0.136,39.659,0,0.979,0.021,6,20
127,"theta",46810.776,1184262.863,0.04,0.969,0.976,0.021,7,20
127,"m0",0.154,0.006,24.467,0,0.976,0.021,7,20
127,"K",6.287,0.232,27.153,0,0.976,0.021,7,20
128,"theta",53237.62,1144830.679,0.047,0.963,0.973,0.021,8,20
128,"m0",0.164,0.007,23.673,0,0.973,0.021,8,20
128,"K",7.203,0.235,30.691,0,0.973,0.021,8,20
129,"theta",57104.444,1574603.977,0.036,0.971,0.976,0.021,9,20
129,"m0",0.177,0.007,25.604,0,0.976,0.021,9,20
129,"K",8.075,0.216,37.459,0,0.976,0.021,9,20
130,"theta",84574.306,1485825.927,0.057,0.955,0.973,0.021,10,20
130,"m0",0.191,0.008,22.644,0,0.973,0.021,10,20
130,"K",8.897,0.269,33.124,0,0.973,0.021,10,20
131,"theta",-6.198,0.635,-9.768,0,0.993,0.021,11,20
131,"m0",-0.03,0.01,-3.134,0.006,0.993,0.021,11,20
131,"K",10.699,0.171,62.384,0,0.993,0.021,11,20
132,"theta",117089.967,1790993.111,0.065,0.949,0.975,0.021,12,20
132,"m0",0.208,0.008,24.53,0,0.975,0.021,12,20
132,"K",10.774,0.301,35.74,0,0.975,0.021,12,20
133,"theta",-6.794,0.47,-14.461,0,0.996,0.021,13,20
133,"m0",-0.041,0.008,-5.406,0,0.996,0.021,13,20
133,"K",12.622,0.145,87.081,0,0.996,0.021,13,20
134,"theta",86287.943,2408474.506,0.036,0.972,0.978,0.021,14,20
134,"m0",0.226,0.009,24.714,0,0.978,0.021,14,20
134,"K",12.484,0.39,31.993,0,0.978,0.021,14,20
135,"theta",110387.85,1843975.7,0.06,0.953,0.981,0.021,15,20
135,"m0",0.231,0.008,28.516,0,0.981,0.021,15,20
135,"K",13.548,0.325,41.648,0,0.981,0.021,15,20
136,"theta",121817.055,1900458.969,0.064,0.95,0.979,0.021,16,20
136,"m0",0.239,0.009,26.482,0,0.979,0.021,16,20
136,"K",14.305,0.363,39.454,0,0.979,0.021,16,20
137,"theta",165466.896,3008731.642,0.055,0.957,0.978,0.021,17,20
137,"m0",0.248,0.01,25.907,0,0.978,0.021,17,20
137,"K",15.272,0.423,36.129,0,0.978,0.021,17,20
138,"theta",145354.519,3089773.908,0.047,0.963,0.98,0.021,18,20
138,"m0",0.254,0.009,27.047,0,0.98,0.021,18,20
138,"K",16.189,0.4,40.453,0,0.98,0.021,18,20
139,"theta",169388.684,2272652.209,0.075,0.941,0.979,0.021,19,20
139,"m0",0.262,0.01,26.941,0,0.979,0.021,19,20
139,"K",17.057,0.437,38.989,0,0.979,0.021,19,20
140,"theta",162969.417,2134468.471,0.076,0.94,0.981,0.021,20,20
140,"m0",0.264,0.01,27.748,0,0.981,0.021,20,20
