"simulation","date","timesteps","m0","area","Js","nu","K","sp_rich"
58,260520,39420,0.04,400,400,0.01,40,83
59,260520,39420,0.002,20,20,0.01,2,4
59,260520,39420,0.004,40,40,0.01,4,6
59,260520,39420,0.006,60,60,0.01,6,6
59,260520,39420,0.008,80,80,0.01,8,10
59,260520,39420,0.01,100,100,0.01,10,14
59,260520,39420,0.012,120,120,0.01,12,20
59,260520,39420,0.014,140,140,0.01,14,20
59,260520,39420,0.016,160,160,0.01,16,25
59,260520,39420,0.018,180,180,0.01,18,31
59,260520,39420,0.02,200,200,0.01,20,35
59,260520,39420,0.022,220,220,0.01,22,35
59,260520,39420,0.024,240,240,0.01,24,47
59,260520,39420,0.026,260,260,0.01,26,45
59,260520,39420,0.028,280,280,0.01,28,50
59,260520,39420,0.03,300,300,0.01,30,59
59,260520,39420,0.032,320,320,0.01,32,65
59,260520,39420,0.034,340,340,0.01,34,65
59,260520,39420,0.036,360,360,0.01,36,72
59,260520,39420,0.038,380,380,0.01,38,77
59,260520,39420,0.04,400,400,0.01,40,76
60,260520,39420,0.002,20,20,0.01,2,3
60,260520,39420,0.004,40,40,0.01,4,4
60,260520,39420,0.006,60,60,0.01,6,9
60,260520,39420,0.008,80,80,0.01,8,11
60,260520,39420,0.01,100,100,0.01,10,17
60,260520,39420,0.012,120,120,0.01,12,19
60,260520,39420,0.014,140,140,0.01,14,21
60,260520,39420,0.016,160,160,0.01,16,24
60,260520,39420,0.018,180,180,0.01,18,30
60,260520,39420,0.02,200,200,0.01,20,33
60,260520,39420,0.022,220,220,0.01,22,38
60,260520,39420,0.024,240,240,0.01,24,42
60,260520,39420,0.026,260,260,0.01,26,42
60,260520,39420,0.028,280,280,0.01,28,53
60,260520,39420,0.03,300,300,0.01,30,64
60,260520,39420,0.032,320,320,0.01,32,57
60,260520,39420,0.034,340,340,0.01,34,70
60,260520,39420,0.036,360,360,0.01,36,76
60,260520,39420,0.038,380,380,0.01,38,75
60,260520,39420,0.04,400,400,0.01,40,75
61,260520,39420,0.002,20,20,0.01,2,3
61,260520,39420,0.004,40,40,0.01,4,5
61,260520,39420,0.006,60,60,0.01,6,9
61,260520,39420,0.008,80,80,0.01,8,11
61,260520,39420,0.01,100,100,0.01,10,15
61,260520,39420,0.012,120,120,0.01,12,17
61,260520,39420,0.014,140,140,0.01,14,27
61,260520,39420,0.016,160,160,0.01,16,28
61,260520,39420,0.018,180,180,0.01,18,35
61,260520,39420,0.02,200,200,0.01,20,45
61,260520,39420,0.022,220,220,0.01,22,34
61,260520,39420,0.024,240,240,0.01,24,43
61,260520,39420,0.026,260,260,0.01,26,49
61,260520,39420,0.028,280,280,0.01,28,56
61,260520,39420,0.03,300,300,0.01,30,53
61,260520,39420,0.032,320,320,0.01,32,63
61,260520,39420,0.034,340,340,0.01,34,66
61,260520,39420,0.036,360,360,0.01,36,74
61,260520,39420,0.038,380,380,0.01,38,80
61,260520,39420,0.04,400,400,0.01,40,78
62,260520,39420,0.002,20,20,0.01,2,3
62,260520,39420,0.004,40,40,0.01,4,6
62,260520,39420,0.006,60,60,0.01,6,10
62,260520,39420,0.008,80,80,0.01,8,12
62,260520,39420,0.01,100,100,0.01,10,17
62,260520,39420,0.012,120,120,0.01,12,17
62,260520,39420,0.014,140,140,0.01,14,24
62,260520,39420,0.016,160,160,0.01,16,22
62,260520,39420,0.018,180,180,0.01,18,25
62,260520,39420,0.02,200,200,0.01,20,33
62,260520,39420,0.022,220,220,0.01,22,41
62,260520,39420,0.024,240,240,0.01,24,44
62,260520,39420,0.026,260,260,0.01,26,46
62,260520,39420,0.028,280,280,0.01,28,55
62,260520,39420,0.03,300,300,0.01,30,52
62,260520,39420,0.032,320,320,0.01,32,70
62,260520,39420,0.034,340,340,0.01,34,62
62,260520,39420,0.036,360,360,0.01,36,70
62,260520,39420,0.038,380,380,0.01,38,78
62,260520,39420,0.04,400,400,0.01,40,78
63,260520,39420,0.002,20,20,0.01,2,4
63,260520,39420,0.004,40,40,0.01,4,6
63,260520,39420,0.006,60,60,0.01,6,8
63,260520,39420,0.008,80,80,0.01,8,11
63,260520,39420,0.01,100,100,0.01,10,15
63,260520,39420,0.012,120,120,0.01,12,19
63,260520,39420,0.014,140,140,0.01,14,25
63,260520,39420,0.016,160,160,0.01,16,24
63,260520,39420,0.018,180,180,0.01,18,31
63,260520,39420,0.02,200,200,0.01,20,29
63,260520,39420,0.022,220,220,0.01,22,40
63,260520,39420,0.024,240,240,0.01,24,47
63,260520,39420,0.026,260,260,0.01,26,42
63,260520,39420,0.028,280,280,0.01,28,53
63,260520,39420,0.03,300,300,0.01,30,58
63,260520,39420,0.032,320,320,0.01,32,57
63,260520,39420,0.034,340,340,0.01,34,78
63,260520,39420,0.036,360,360,0.01,36,73
63,260520,39420,0.038,380,380,0.01,38,77
63,260520,39420,0.04,400,400,0.01,40,82
64,260520,39420,0.002,20,20,0.01,2,4
64,260520,39420,0.004,40,40,0.01,4,5
64,260520,39420,0.006,60,60,0.01,6,11
64,260520,39420,0.008,80,80,0.01,8,10
64,260520,39420,0.01,100,100,0.01,10,16
64,260520,39420,0.012,120,120,0.01,12,19
64,260520,39420,0.014,140,140,0.01,14,20
64,260520,39420,0.016,160,160,0.01,16,26
64,260520,39420,0.018,180,180,0.01,18,26
64,260520,39420,0.02,200,200,0.01,20,30
64,260520,39420,0.022,220,220,0.01,22,37
64,260520,39420,0.024,240,240,0.01,24,45
64,260520,39420,0.026,260,260,0.01,26,44
64,260520,39420,0.028,280,280,0.01,28,52
64,260520,39420,0.03,300,300,0.01,30,59
64,260520,39420,0.032,320,320,0.01,32,63
64,260520,39420,0.034,340,340,0.01,34,66
64,260520,39420,0.036,360,360,0.01,36,73
64,260520,39420,0.038,380,380,0.01,38,79
64,260520,39420,0.04,400,400,0.01,40,80
65,260520,39420,0.002,20,20,0.01,2,3
65,260520,39420,0.004,40,40,0.01,4,5
65,260520,39420,0.006,60,60,0.01,6,9
65,260520,39420,0.008,80,80,0.01,8,10
65,260520,39420,0.01,100,100,0.01,10,15
65,260520,39420,0.012,120,120,0.01,12,18
65,260520,39420,0.014,140,140,0.01,14,24
65,260520,39420,0.016,160,160,0.01,16,27
65,260520,39420,0.018,180,180,0.01,18,27
65,260520,39420,0.02,200,200,0.01,20,35
65,260520,39420,0.022,220,220,0.01,22,42
65,260520,39420,0.024,240,240,0.01,24,40
65,260520,39420,0.026,260,260,0.01,26,51
65,260520,39420,0.028,280,280,0.01,28,60
65,260520,39420,0.03,300,300,0.01,30,63
65,260520,39420,0.032,320,320,0.01,32,61
65,260520,39420,0.034,340,340,0.01,34,74
65,260520,39420,0.036,360,360,0.01,36,81
65,260520,39420,0.038,380,380,0.01,38,80
65,260520,39420,0.04,400,400,0.01,40,77
66,260520,39420,0.002,20,20,0.01,2,4
66,260520,39420,0.004,40,40,0.01,4,6
66,260520,39420,0.006,60,60,0.01,6,6
66,260520,39420,0.008,80,80,0.01,8,10
66,260520,39420,0.01,100,100,0.01,10,17
66,260520,39420,0.012,120,120,0.01,12,17
66,260520,39420,0.014,140,140,0.01,14,27
66,260520,39420,0.016,160,160,0.01,16,21
66,260520,39420,0.018,180,180,0.01,18,34
66,260520,39420,0.02,200,200,0.01,20,33
66,260520,39420,0.022,220,220,0.01,22,40
66,260520,39420,0.024,240,240,0.01,24,41
66,260520,39420,0.026,260,260,0.01,26,47
66,260520,39420,0.028,280,280,0.01,28,51
66,260520,39420,0.03,300,300,0.01,30,55
66,260520,39420,0.032,320,320,0.01,32,71
66,260520,39420,0.034,340,340,0.01,34,64
66,260520,39420,0.036,360,360,0.01,36,73
66,260520,39420,0.038,380,380,0.01,38,84
66,260520,39420,0.04,400,400,0.01,40,77
67,260520,39420,0.002,20,20,0.01,2,2
67,260520,39420,0.004,40,40,0.01,4,4
67,260520,39420,0.006,60,60,0.01,6,8
67,260520,39420,0.008,80,80,0.01,8,10
67,260520,39420,0.01,100,100,0.01,10,13
67,260520,39420,0.012,120,120,0.01,12,17
67,260520,39420,0.014,140,140,0.01,14,19
67,260520,39420,0.016,160,160,0.01,16,26
67,260520,39420,0.018,180,180,0.01,18,28
67,260520,39420,0.02,200,200,0.01,20,38
67,260520,39420,0.022,220,220,0.01,22,38
67,260520,39420,0.024,240,240,0.01,24,43
67,260520,39420,0.026,260,260,0.01,26,48
67,260520,39420,0.028,280,280,0.01,28,55
67,260520,39420,0.03,300,300,0.01,30,62
67,260520,39420,0.032,320,320,0.01,32,63
67,260520,39420,0.034,340,340,0.01,34,74
67,260520,39420,0.036,360,360,0.01,36,69
67,260520,39420,0.038,380,380,0.01,38,85
67,260520,39420,0.04,400,400,0.01,40,89
68,260520,39420,0.002,20,20,0.01,2,3
68,260520,39420,0.004,40,40,0.01,4,5
68,260520,39420,0.006,60,60,0.01,6,8
68,260520,39420,0.008,80,80,0.01,8,13
68,260520,39420,0.01,100,100,0.01,10,17
68,260520,39420,0.012,120,120,0.01,12,16
68,260520,39420,0.014,140,140,0.01,14,23
68,260520,39420,0.016,160,160,0.01,16,27
68,260520,39420,0.018,180,180,0.01,18,28
68,260520,39420,0.02,200,200,0.01,20,32
68,260520,39420,0.022,220,220,0.01,22,41
68,260520,39420,0.024,240,240,0.01,24,42
68,260520,39420,0.026,260,260,0.01,26,48
68,260520,39420,0.028,280,280,0.01,28,49
68,260520,39420,0.03,300,300,0.01,30,64
68,260520,39420,0.032,320,320,0.01,32,60
68,260520,39420,0.034,340,340,0.01,34,65
68,260520,39420,0.036,360,360,0.01,36,71
68,260520,39420,0.038,380,380,0.01,38,82
68,260520,39420,0.04,400,400,0.01,40,72
69,260520,39420,0.002,20,20,0.01,2,2
69,260520,39420,0.004,40,40,0.01,4,7
69,260520,39420,0.006,60,60,0.01,6,9
69,260520,39420,0.008,80,80,0.01,8,14
69,260520,39420,0.01,100,100,0.01,10,14
69,260520,39420,0.012,120,120,0.01,12,21
69,260520,39420,0.014,140,140,0.01,14,23
69,260520,39420,0.016,160,160,0.01,16,25
69,260520,39420,0.018,180,180,0.01,18,24
69,260520,39420,0.02,200,200,0.01,20,35
69,260520,39420,0.022,220,220,0.01,22,42
69,260520,39420,0.024,240,240,0.01,24,34
69,260520,39420,0.026,260,260,0.01,26,50
69,260520,39420,0.028,280,280,0.01,28,44
69,260520,39420,0.03,300,300,0.01,30,70
69,260520,39420,0.032,320,320,0.01,32,65
69,260520,39420,0.034,340,340,0.01,34,71
69,260520,39420,0.036,360,360,0.01,36,71
69,260520,39420,0.038,380,380,0.01,38,83
69,260520,39420,0.04,400,400,0.01,40,92
70,260520,39420,0.002,20,20,0.01,2,4
70,260520,39420,0.004,40,40,0.01,4,4
70,260520,39420,0.006,60,60,0.01,6,6
70,260520,39420,0.008,80,80,0.01,8,11
70,260520,39420,0.01,100,100,0.01,10,13
70,260520,39420,0.012,120,120,0.01,12,17
70,260520,39420,0.014,140,140,0.01,14,19
70,260520,39420,0.016,160,160,0.01,16,26
70,260520,39420,0.018,180,180,0.01,18,32
70,260520,39420,0.02,200,200,0.01,20,40
70,260520,39420,0.022,220,220,0.01,22,36
70,260520,39420,0.024,240,240,0.01,24,38
70,260520,39420,0.026,260,260,0.01,26,56
70,260520,39420,0.028,280,280,0.01,28,54
70,260520,39420,0.03,300,300,0.01,30,56
70,260520,39420,0.032,320,320,0.01,32,57
70,260520,39420,0.034,340,340,0.01,34,59
70,260520,39420,0.036,360,360,0.01,36,79
70,260520,39420,0.038,380,380,0.01,38,73
70,260520,39420,0.04,400,400,0.01,40,94
71,260520,39420,0.002,20,20,0.01,2,6
71,260520,39420,0.004,40,40,0.01,4,4
71,260520,39420,0.006,60,60,0.01,6,9
71,260520,39420,0.008,80,80,0.01,8,10
71,260520,39420,0.01,100,100,0.01,10,13
71,260520,39420,0.012,120,120,0.01,12,18
71,260520,39420,0.014,140,140,0.01,14,21
71,260520,39420,0.016,160,160,0.01,16,21
71,260520,39420,0.018,180,180,0.01,18,32
71,260520,39420,0.02,200,200,0.01,20,30
71,260520,39420,0.022,220,220,0.01,22,39
71,260520,39420,0.024,240,240,0.01,24,44
71,260520,39420,0.026,260,260,0.01,26,43
71,260520,39420,0.028,280,280,0.01,28,55
71,260520,39420,0.03,300,300,0.01,30,57
71,260520,39420,0.032,320,320,0.01,32,70
71,260520,39420,0.034,340,340,0.01,34,74
71,260520,39420,0.036,360,360,0.01,36,77
71,260520,39420,0.038,380,380,0.01,38,77
71,260520,39420,0.04,400,400,0.01,40,78
72,260520,39420,0.002,20,20,0.01,2,2
72,260520,39420,0.004,40,40,0.01,4,5
72,260520,39420,0.006,60,60,0.01,6,8
72,260520,39420,0.008,80,80,0.01,8,14
72,260520,39420,0.01,100,100,0.01,10,15
72,260520,39420,0.012,120,120,0.01,12,16
72,260520,39420,0.014,140,140,0.01,14,19
72,260520,39420,0.016,160,160,0.01,16,24
72,260520,39420,0.018,180,180,0.01,18,27
72,260520,39420,0.02,200,200,0.01,20,27
72,260520,39420,0.022,220,220,0.01,22,37
72,260520,39420,0.024,240,240,0.01,24,43
72,260520,39420,0.026,260,260,0.01,26,38
72,260520,39420,0.028,280,280,0.01,28,49
72,260520,39420,0.03,300,300,0.01,30,64
72,260520,39420,0.032,320,320,0.01,32,56
72,260520,39420,0.034,340,340,0.01,34,63
72,260520,39420,0.036,360,360,0.01,36,84
72,260520,39420,0.038,380,380,0.01,38,74
72,260520,39420,0.04,400,400,0.01,40,87
73,260520,39420,0.002,20,20,0.01,2,4
73,260520,39420,0.004,40,40,0.01,4,5
73,260520,39420,0.006,60,60,0.01,6,8
73,260520,39420,0.008,80,80,0.01,8,11
73,260520,39420,0.01,100,100,0.01,10,19
73,260520,39420,0.012,120,120,0.01,12,19
73,260520,39420,0.014,140,140,0.01,14,22
73,260520,39420,0.016,160,160,0.01,16,24
73,260520,39420,0.018,180,180,0.01,18,31
73,260520,39420,0.02,200,200,0.01,20,36
73,260520,39420,0.022,220,220,0.01,22,37
73,260520,39420,0.024,240,240,0.01,24,46
73,260520,39420,0.026,260,260,0.01,26,40
73,260520,39420,0.028,280,280,0.01,28,44
73,260520,39420,0.03,300,300,0.01,30,54
73,260520,39420,0.032,320,320,0.01,32,63
73,260520,39420,0.034,340,340,0.01,34,76
73,260520,39420,0.036,360,360,0.01,36,71
73,260520,39420,0.038,380,380,0.01,38,80
73,260520,39420,0.04,400,400,0.01,40,82
74,260520,39420,0.002,20,20,0.01,2,3
74,260520,39420,0.004,40,40,0.01,4,6
74,260520,39420,0.006,60,60,0.01,6,10
74,260520,39420,0.008,80,80,0.01,8,14
74,260520,39420,0.01,100,100,0.01,10,17
74,260520,39420,0.012,120,120,0.01,12,22
74,260520,39420,0.014,140,140,0.01,14,26
74,260520,39420,0.016,160,160,0.01,16,39
74,260520,39420,0.018,180,180,0.01,18,32
74,260520,39420,0.02,200,200,0.01,20,39
74,260520,39420,0.022,220,220,0.01,22,37
74,260520,39420,0.024,240,240,0.01,24,39
74,260520,39420,0.026,260,260,0.01,26,53
74,260520,39420,0.028,280,280,0.01,28,53
74,260520,39420,0.03,300,300,0.01,30,59
74,260520,39420,0.032,320,320,0.01,32,61
74,260520,39420,0.034,340,340,0.01,34,68
74,260520,39420,0.036,360,360,0.01,36,70
74,260520,39420,0.038,380,380,0.01,38,74
74,260520,39420,0.04,400,400,0.01,40,83
75,260520,39420,0.002,20,20,0.01,2,2
75,260520,39420,0.004,40,40,0.01,4,8
75,260520,39420,0.006,60,60,0.01,6,8
75,260520,39420,0.008,80,80,0.01,8,11
75,260520,39420,0.01,100,100,0.01,10,11
75,260520,39420,0.012,120,120,0.01,12,18
75,260520,39420,0.014,140,140,0.01,14,21
75,260520,39420,0.016,160,160,0.01,16,25
75,260520,39420,0.018,180,180,0.01,18,22
75,260520,39420,0.02,200,200,0.01,20,38
75,260520,39420,0.022,220,220,0.01,22,42
75,260520,39420,0.024,240,240,0.01,24,41
75,260520,39420,0.026,260,260,0.01,26,48
75,260520,39420,0.028,280,280,0.01,28,63
75,260520,39420,0.03,300,300,0.01,30,54
75,260520,39420,0.032,320,320,0.01,32,63
75,260520,39420,0.034,340,340,0.01,34,69
75,260520,39420,0.036,360,360,0.01,36,74
75,260520,39420,0.038,380,380,0.01,38,82
75,260520,39420,0.04,400,400,0.01,40,88
76,260520,39420,0.002,20,20,0.01,2,3
76,260520,39420,0.004,40,40,0.01,4,5
76,260520,39420,0.006,60,60,0.01,6,13
76,260520,39420,0.008,80,80,0.01,8,14
76,260520,39420,0.01,100,100,0.01,10,15
76,260520,39420,0.012,120,120,0.01,12,20
76,260520,39420,0.014,140,140,0.01,14,23
76,260520,39420,0.016,160,160,0.01,16,27
76,260520,39420,0.018,180,180,0.01,18,32
76,260520,39420,0.02,200,200,0.01,20,33
76,260520,39420,0.022,220,220,0.01,22,42
76,260520,39420,0.024,240,240,0.01,24,54
76,260520,39420,0.026,260,260,0.01,26,45
76,260520,39420,0.028,280,280,0.01,28,51
76,260520,39420,0.03,300,300,0.01,30,59
76,260520,39420,0.032,320,320,0.01,32,71
76,260520,39420,0.034,340,340,0.01,34,67
76,260520,39420,0.036,360,360,0.01,36,86
76,260520,39420,0.038,380,380,0.01,38,90
76,260520,39420,0.04,400,400,0.01,40,83
77,260520,39420,0.002,20,20,0.01,2,3
77,260520,39420,0.004,40,40,0.01,4,5
77,260520,39420,0.006,60,60,0.01,6,9
77,260520,39420,0.008,80,80,0.01,8,11
77,260520,39420,0.01,100,100,0.01,10,15
77,260520,39420,0.012,120,120,0.01,12,19
77,260520,39420,0.014,140,140,0.01,14,22
77,260520,39420,0.016,160,160,0.01,16,28
77,260520,39420,0.018,180,180,0.01,18,31
77,260520,39420,0.02,200,200,0.01,20,35
77,260520,39420,0.022,220,220,0.01,22,33
77,260520,39420,0.024,240,240,0.01,24,44
77,260520,39420,0.026,260,260,0.01,26,51
77,260520,39420,0.028,280,280,0.01,28,52
77,260520,39420,0.03,300,300,0.01,30,59
77,260520,39420,0.032,320,320,0.01,32,60
77,260520,39420,0.034,340,340,0.01,34,70
77,260520,39420,0.036,360,360,0.01,36,80
77,260520,39420,0.038,380,380,0.01,38,74
77,260520,39420,0.04,400,400,0.01,40,89
78,260520,39420,0.002,20,20,0.01,2,3
78,260520,39420,0.004,40,40,0.01,4,7
78,260520,39420,0.006,60,60,0.01,6,10
78,260520,39420,0.008,80,80,0.01,8,9
78,260520,39420,0.01,100,100,0.01,10,15
78,260520,39420,0.012,120,120,0.01,12,17
78,260520,39420,0.014,140,140,0.01,14,20
78,260520,39420,0.016,160,160,0.01,16,24
78,260520,39420,0.018,180,180,0.01,18,27
78,260520,39420,0.02,200,200,0.01,20,31
78,260520,39420,0.022,220,220,0.01,22,36
78,260520,39420,0.024,240,240,0.01,24,49
78,260520,39420,0.026,260,260,0.01,26,51
78,260520,39420,0.028,280,280,0.01,28,55
78,260520,39420,0.03,300,300,0.01,30,45
78,260520,39420,0.032,320,320,0.01,32,58
78,260520,39420,0.034,340,340,0.01,34,69
78,260520,39420,0.036,360,360,0.01,36,69
78,260520,39420,0.038,380,380,0.01,38,85
78,260520,39420,0.04,400,400,0.01,40,78
79,260520,39420,0.002,20,20,0.01,2,2
79,260520,39420,0.004,40,40,0.01,4,6
79,260520,39420,0.006,60,60,0.01,6,11
79,260520,39420,0.008,80,80,0.01,8,9
79,260520,39420,0.01,100,100,0.01,10,13
79,260520,39420,0.012,120,120,0.01,12,18
79,260520,39420,0.014,140,140,0.01,14,24
79,260520,39420,0.016,160,160,0.01,16,32
79,260520,39420,0.018,180,180,0.01,18,31
79,260520,39420,0.02,200,200,0.01,20,30
79,260520,39420,0.022,220,220,0.01,22,29
79,260520,39420,0.024,240,240,0.01,24,47
79,260520,39420,0.026,260,260,0.01,26,53
79,260520,39420,0.028,280,280,0.01,28,54
79,260520,39420,0.03,300,300,0.01,30,64
79,260520,39420,0.032,320,320,0.01,32,73
79,260520,39420,0.034,340,340,0.01,34,67
79,260520,39420,0.036,360,360,0.01,36,73
79,260520,39420,0.038,380,380,0.01,38,73
79,260520,39420,0.04,400,400,0.01,40,81
80,260520,39420,0.002,20,20,0.01,2,2
80,260520,39420,0.004,40,40,0.01,4,7
80,260520,39420,0.006,60,60,0.01,6,10
80,260520,39420,0.008,80,80,0.01,8,10
80,260520,39420,0.01,100,100,0.01,10,15
80,260520,39420,0.012,120,120,0.01,12,18
80,260520,39420,0.014,140,140,0.01,14,20
80,260520,39420,0.016,160,160,0.01,16,25
80,260520,39420,0.018,180,180,0.01,18,38
80,260520,39420,0.02,200,200,0.01,20,32
80,260520,39420,0.022,220,220,0.01,22,42
80,260520,39420,0.024,240,240,0.01,24,49
80,260520,39420,0.026,260,260,0.01,26,42
80,260520,39420,0.028,280,280,0.01,28,55
80,260520,39420,0.03,300,300,0.01,30,55
80,260520,39420,0.032,320,320,0.01,32,60
80,260520,39420,0.034,340,340,0.01,34,70
80,260520,39420,0.036,360,360,0.01,36,69
80,260520,39420,0.038,380,380,0.01,38,83
80,260520,39420,0.04,400,400,0.01,40,79
81,260520,39420,0.002,20,20,0.01,2,2
81,260520,39420,0.004,40,40,0.01,4,6
81,260520,39420,0.006,60,60,0.01,6,10
81,260520,39420,0.008,80,80,0.01,8,12
81,260520,39420,0.01,100,100,0.01,10,19
81,260520,39420,0.012,120,120,0.01,12,18
81,260520,39420,0.014,140,140,0.01,14,21
81,260520,39420,0.016,160,160,0.01,16,23
81,260520,39420,0.018,180,180,0.01,18,27
81,260520,39420,0.02,200,200,0.01,20,30
81,260520,39420,0.022,220,220,0.01,22,43
81,260520,39420,0.024,240,240,0.01,24,40
81,260520,39420,0.026,260,260,0.01,26,50
81,260520,39420,0.028,280,280,0.01,28,52
81,260520,39420,0.03,300,300,0.01,30,63
81,260520,39420,0.032,320,320,0.01,32,57
81,260520,39420,0.034,340,340,0.01,34,68
81,260520,39420,0.036,360,360,0.01,36,79
81,260520,39420,0.038,380,380,0.01,38,73
81,260520,39420,0.04,400,400,0.01,40,80
82,260520,39420,0.002,20,20,0.01,2,3
82,260520,39420,0.004,40,40,0.01,4,5
82,260520,39420,0.006,60,60,0.01,6,7
82,260520,39420,0.008,80,80,0.01,8,13
82,260520,39420,0.01,100,100,0.01,10,14
82,260520,39420,0.012,120,120,0.01,12,18
82,260520,39420,0.014,140,140,0.01,14,23
82,260520,39420,0.016,160,160,0.01,16,24
82,260520,39420,0.018,180,180,0.01,18,35
82,260520,39420,0.02,200,200,0.01,20,34
82,260520,39420,0.022,220,220,0.01,22,39
82,260520,39420,0.024,240,240,0.01,24,44
82,260520,39420,0.026,260,260,0.01,26,46
82,260520,39420,0.028,280,280,0.01,28,61
82,260520,39420,0.03,300,300,0.01,30,54
82,260520,39420,0.032,320,320,0.01,32,69
82,260520,39420,0.034,340,340,0.01,34,65
82,260520,39420,0.036,360,360,0.01,36,75
82,260520,39420,0.038,380,380,0.01,38,82
82,260520,39420,0.04,400,400,0.01,40,85
83,260520,39420,0.002,20,20,0.01,2,4
83,260520,39420,0.004,40,40,0.01,4,5
83,260520,39420,0.006,60,60,0.01,6,8
83,260520,39420,0.008,80,80,0.01,8,12
83,260520,39420,0.01,100,100,0.01,10,17
83,260520,39420,0.012,120,120,0.01,12,19
83,260520,39420,0.014,140,140,0.01,14,21
83,260520,39420,0.016,160,160,0.01,16,28
83,260520,39420,0.018,180,180,0.01,18,31
83,260520,39420,0.02,200,200,0.01,20,29
83,260520,39420,0.022,220,220,0.01,22,40
83,260520,39420,0.024,240,240,0.01,24,42
83,260520,39420,0.026,260,260,0.01,26,57
83,260520,39420,0.028,280,280,0.01,28,53
83,260520,39420,0.03,300,300,0.01,30,59
83,260520,39420,0.032,320,320,0.01,32,62
83,260520,39420,0.034,340,340,0.01,34,69
83,260520,39420,0.036,360,360,0.01,36,56
83,260520,39420,0.038,380,380,0.01,38,89
83,260520,39420,0.04,400,400,0.01,40,87
84,260520,39420,0.002,20,20,0.01,2,2
84,260520,39420,0.004,40,40,0.01,4,6
84,260520,39420,0.006,60,60,0.01,6,7
84,260520,39420,0.008,80,80,0.01,8,10
84,260520,39420,0.01,100,100,0.01,10,15
84,260520,39420,0.012,120,120,0.01,12,25
84,260520,39420,0.014,140,140,0.01,14,24
84,260520,39420,0.016,160,160,0.01,16,24
84,260520,39420,0.018,180,180,0.01,18,34
84,260520,39420,0.02,200,200,0.01,20,37
84,260520,39420,0.022,220,220,0.01,22,41
84,260520,39420,0.024,240,240,0.01,24,44
84,260520,39420,0.026,260,260,0.01,26,47
84,260520,39420,0.028,280,280,0.01,28,54
84,260520,39420,0.03,300,300,0.01,30,61
84,260520,39420,0.032,320,320,0.01,32,66
84,260520,39420,0.034,340,340,0.01,34,69
84,260520,39420,0.036,360,360,0.01,36,75
84,260520,39420,0.038,380,380,0.01,38,73
84,260520,39420,0.04,400,400,0.01,40,96
85,260520,39420,0.002,20,20,0.01,2,3
85,260520,39420,0.004,40,40,0.01,4,4
85,260520,39420,0.006,60,60,0.01,6,9
85,260520,39420,0.008,80,80,0.01,8,11
85,260520,39420,0.01,100,100,0.01,10,13
85,260520,39420,0.012,120,120,0.01,12,21
85,260520,39420,0.014,140,140,0.01,14,23
85,260520,39420,0.016,160,160,0.01,16,23
85,260520,39420,0.018,180,180,0.01,18,32
85,260520,39420,0.02,200,200,0.01,20,36
85,260520,39420,0.022,220,220,0.01,22,39
85,260520,39420,0.024,240,240,0.01,24,48
85,260520,39420,0.026,260,260,0.01,26,53
85,260520,39420,0.028,280,280,0.01,28,60
85,260520,39420,0.03,300,300,0.01,30,70
85,260520,39420,0.032,320,320,0.01,32,65
85,260520,39420,0.034,340,340,0.01,34,74
85,260520,39420,0.036,360,360,0.01,36,78
85,260520,39420,0.038,380,380,0.01,38,81
85,260520,39420,0.04,400,400,0.01,40,77
86,260520,39420,0.002,20,20,0.01,2,2
86,260520,39420,0.004,40,40,0.01,4,5
86,260520,39420,0.006,60,60,0.01,6,11
86,260520,39420,0.008,80,80,0.01,8,10
86,260520,39420,0.01,100,100,0.01,10,23
86,260520,39420,0.012,120,120,0.01,12,20
86,260520,39420,0.014,140,140,0.01,14,21
86,260520,39420,0.016,160,160,0.01,16,32
86,260520,39420,0.018,180,180,0.01,18,29
86,260520,39420,0.02,200,200,0.01,20,32
86,260520,39420,0.022,220,220,0.01,22,45
86,260520,39420,0.024,240,240,0.01,24,37
86,260520,39420,0.026,260,260,0.01,26,45
86,260520,39420,0.028,280,280,0.01,28,55
86,260520,39420,0.03,300,300,0.01,30,61
86,260520,39420,0.032,320,320,0.01,32,71
86,260520,39420,0.034,340,340,0.01,34,59
86,260520,39420,0.036,360,360,0.01,36,75
86,260520,39420,0.038,380,380,0.01,38,70
86,260520,39420,0.04,400,400,0.01,40,82
87,260520,39420,0.002,20,20,0.01,2,2
87,260520,39420,0.004,40,40,0.01,4,4
87,260520,39420,0.006,60,60,0.01,6,7
87,260520,39420,0.008,80,80,0.01,8,8
87,260520,39420,0.01,100,100,0.01,10,15
87,260520,39420,0.012,120,120,0.01,12,17
87,260520,39420,0.014,140,140,0.01,14,20
87,260520,39420,0.016,160,160,0.01,16,24
87,260520,39420,0.018,180,180,0.01,18,27
87,260520,39420,0.02,200,200,0.01,20,30
87,260520,39420,0.022,220,220,0.01,22,41
87,260520,39420,0.024,240,240,0.01,24,47
87,260520,39420,0.026,260,260,0.01,26,45
87,260520,39420,0.028,280,280,0.01,28,54
87,260520,39420,0.03,300,300,0.01,30,52
87,260520,39420,0.032,320,320,0.01,32,73
87,260520,39420,0.034,340,340,0.01,34,58
87,260520,39420,0.036,360,360,0.01,36,74
87,260520,39420,0.038,380,380,0.01,38,85
87,260520,39420,0.04,400,400,0.01,40,87
88,260520,39420,0.002,20,20,0.01,2,2
