"sim_number","migration_rates","area","K_num","island_species","estimated_sp_rich"
58,0.04,190,19,13,19.18
58,0.04,200,20,14,20.19
58,0.041,10,1,2,1.01
58,0.041,20,2,4,2.02
58,0.041,30,3,4,3.03
58,0.041,40,4,2,4.04
58,0.041,50,5,8,5.05
58,0.041,60,6,6,6.06
58,0.041,70,7,9,7.07
58,0.041,80,8,8,8.08
58,0.041,90,9,6,9.09
58,0.041,100,10,9,10.1
58,0.041,110,11,10,11.11
58,0.041,120,12,10,12.12
58,0.041,130,13,11,13.13
58,0.041,140,14,8,14.14
58,0.041,150,15,10,15.15
58,0.041,160,16,12,16.16
58,0.041,170,17,12,17.17
58,0.041,180,18,11,18.18
58,0.041,190,19,14,19.19
58,0.041,200,20,11,20.2
58,0.042,10,1,2,1.01
58,0.042,20,2,3,2.02
58,0.042,30,3,6,3.03
58,0.042,40,4,4,4.04
58,0.042,50,5,9,5.05
58,0.042,60,6,4,6.06
58,0.042,70,7,6,7.07
58,0.042,80,8,9,8.08
58,0.042,90,9,9,9.09
58,0.042,100,10,10,10.1
58,0.042,110,11,11,11.11
58,0.042,120,12,12,12.12
58,0.042,130,13,9,13.13
58,0.042,140,14,10,14.14
58,0.042,150,15,13,15.15
58,0.042,160,16,14,16.16
58,0.042,170,17,12,17.17
58,0.042,180,18,14,18.18
58,0.042,190,19,9,19.19
58,0.042,200,20,11,20.2
58,0.043,10,1,3,1.01
58,0.043,20,2,4,2.02
58,0.043,30,3,4,3.03
58,0.043,40,4,4,4.04
58,0.043,50,5,6,5.05
58,0.043,60,6,6,6.06
58,0.043,70,7,6,7.07
58,0.043,80,8,7,8.08
58,0.043,90,9,6,9.09
58,0.043,100,10,11,10.1
58,0.043,110,11,12,11.11
58,0.043,120,12,6,12.12
58,0.043,130,13,11,13.13
58,0.043,140,14,13,14.14
58,0.043,150,15,10,15.15
58,0.043,160,16,8,16.16
58,0.043,170,17,11,17.17
58,0.043,180,18,14,18.18
58,0.043,190,19,13,19.19
58,0.043,200,20,13,20.2
58,0.044,10,1,1,1.01
58,0.044,20,2,2,2.02
58,0.044,30,3,3,3.03
58,0.044,40,4,6,4.04
58,0.044,50,5,7,5.05
58,0.044,60,6,7,6.06
58,0.044,70,7,7,7.07
58,0.044,80,8,7,8.08
58,0.044,90,9,9,9.09
58,0.044,100,10,8,10.1
58,0.044,110,11,7,11.11
58,0.044,120,12,10,12.12
58,0.044,130,13,11,13.13
58,0.044,140,14,10,14.14
58,0.044,150,15,12,15.15
58,0.044,160,16,10,16.16
58,0.044,170,17,12,17.17
58,0.044,180,18,14,18.18
58,0.044,190,19,15,19.19
58,0.044,200,20,13,20.2
58,0.045,10,1,1,1.01
58,0.045,20,2,2,2.02
58,0.045,30,3,3,3.03
58,0.045,40,4,4,4.04
58,0.045,50,5,6,5.05
58,0.045,60,6,7,6.06
58,0.045,70,7,13,7.07
58,0.045,80,8,7,8.08
58,0.045,90,9,7,9.09
58,0.045,100,10,11,10.1
58,0.045,110,11,12,11.11
58,0.045,120,12,9,12.12
58,0.045,130,13,12,13.13
58,0.045,140,14,13,14.14
58,0.045,150,15,13,15.16
58,0.045,160,16,14,16.17
58,0.045,170,17,9,17.18
58,0.045,180,18,11,18.19
58,0.045,190,19,11,19.2
58,0.045,200,20,14,20.21
58,0.046,10,1,2,1.01
58,0.046,20,2,2,2.02
58,0.046,30,3,5,3.03
58,0.046,40,4,8,4.04
58,0.046,50,5,4,5.05
58,0.046,60,6,8,6.06
58,0.046,70,7,7,7.07
58,0.046,80,8,8,8.08
58,0.046,90,9,8,9.09
58,0.046,100,10,9,10.1
58,0.046,110,11,12,11.11
58,0.046,120,12,8,12.13
58,0.046,130,13,10,13.14
58,0.046,140,14,14,14.15
58,0.046,150,15,11,15.16
58,0.046,160,16,10,16.17
58,0.046,170,17,11,17.18
58,0.046,180,18,11,18.19
58,0.046,190,19,12,19.2
58,0.046,200,20,16,20.21
58,0.047,10,1,1,1.01
58,0.047,20,2,3,2.02
58,0.047,30,3,3,3.03
58,0.047,40,4,2,4.04
58,0.047,50,5,10,5.05
58,0.047,60,6,8,6.06
58,0.047,70,7,4,7.07
58,0.047,80,8,4,8.08
58,0.047,90,9,7,9.09
58,0.047,100,10,10,10.11
58,0.047,110,11,12,11.12
58,0.047,120,12,11,12.13
58,0.047,130,13,13,13.14
58,0.047,140,14,11,14.15
58,0.047,150,15,9,15.16
58,0.047,160,16,10,16.17
58,0.047,170,17,10,17.18
58,0.047,180,18,14,18.19
58,0.047,190,19,10,19.2
58,0.047,200,20,13,20.21
58,0.048,10,1,2,1.01
58,0.048,20,2,2,2.02
58,0.048,30,3,7,3.03
58,0.048,40,4,2,4.04
58,0.048,50,5,10,5.05
58,0.048,60,6,5,6.06
58,0.048,70,7,8,7.07
58,0.048,80,8,6,8.09
58,0.048,90,9,5,9.1
58,0.048,100,10,10,10.11
58,0.048,110,11,5,11.12
58,0.048,120,12,10,12.13
58,0.048,130,13,11,13.14
58,0.048,140,14,12,14.15
58,0.048,150,15,11,15.16
58,0.048,160,16,11,16.17
58,0.048,170,17,16,17.18
58,0.048,180,18,12,18.19
58,0.048,190,19,13,19.2
58,0.048,200,20,15,20.21
58,0.049,10,1,1,1.01
58,0.049,20,2,5,2.02
58,0.049,30,3,2,3.03
58,0.049,40,4,4,4.04
58,0.049,50,5,7,5.05
58,0.049,60,6,7,6.06
58,0.049,70,7,7,7.08
58,0.049,80,8,4,8.09
58,0.049,90,9,11,9.1
58,0.049,100,10,7,10.11
58,0.049,110,11,9,11.12
58,0.049,120,12,11,12.13
58,0.049,130,13,9,13.14
58,0.049,140,14,7,14.15
58,0.049,150,15,14,15.16
58,0.049,160,16,12,16.17
58,0.049,170,17,14,17.18
58,0.049,180,18,18,18.2
58,0.049,190,19,13,19.21
58,0.049,200,20,15,20.22
58,0.05,10,1,2,1.01
58,0.05,20,2,3,2.02
58,0.05,30,3,3,3.03
58,0.05,40,4,8,4.04
58,0.05,50,5,5,5.05
58,0.05,60,6,7,6.06
58,0.05,70,7,6,7.08
58,0.05,80,8,9,8.09
58,0.05,90,9,10,9.1
58,0.05,100,10,6,10.11
58,0.05,110,11,10,11.12
58,0.05,120,12,12,12.13
58,0.05,130,13,12,13.14
58,0.05,140,14,14,14.15
58,0.05,150,15,9,15.16
58,0.05,160,16,12,16.18
58,0.05,170,17,13,17.19
58,0.05,180,18,16,18.2
58,0.05,190,19,12,19.21
58,0.05,200,20,12,20.22
59,0.001,10,1,1,1
59,0.001,20,2,2,2
59,0.001,30,3,3,3
59,0.001,40,4,5,4
59,0.001,50,5,6,5
59,0.001,60,6,6,6
59,0.001,70,7,6,7
59,0.001,80,8,8,8
59,0.001,90,9,11,9
59,0.001,100,10,10,10
59,0.001,110,11,12,11
59,0.001,120,12,13,12.01
59,0.001,130,13,13,13.01
59,0.001,140,14,16,14.01
59,0.001,150,15,11,15.01
59,0.001,160,16,15,16.01
59,0.001,170,17,17,17.01
59,0.001,180,18,18,18.01
59,0.001,190,19,17,19.01
59,0.001,200,20,17,20.01
59,0.002,10,1,1,1
59,0.002,20,2,2,2
59,0.002,30,3,5,3
59,0.002,40,4,5,4
59,0.002,50,5,5,5
59,0.002,60,6,6,6.01
59,0.002,70,7,6,7.01
59,0.002,80,8,5,8.01
59,0.002,90,9,8,9.01
59,0.002,100,10,12,10.01
59,0.002,110,11,11,11.01
59,0.002,120,12,12,12.01
59,0.002,130,13,13,13.01
59,0.002,140,14,11,14.01
59,0.002,150,15,13,15.01
59,0.002,160,16,14,16.01
59,0.002,170,17,18,17.01
59,0.002,180,18,14,18.02
59,0.002,190,19,17,19.02
59,0.002,200,20,17,20.02
59,0.003,10,1,1,1
59,0.003,20,2,2,2
59,0.003,30,3,2,3
59,0.003,40,4,4,4.01
59,0.003,50,5,5,5.01
59,0.003,60,6,6,6.01
59,0.003,70,7,8,7.01
59,0.003,80,8,10,8.01
59,0.003,90,9,9,9.01
59,0.003,100,10,11,10.01
59,0.003,110,11,12,11.01
59,0.003,120,12,11,12.02
59,0.003,130,13,13,13.02
59,0.003,140,14,13,14.02
59,0.003,150,15,15,15.02
59,0.003,160,16,14,16.02
59,0.003,170,17,14,17.02
59,0.003,180,18,18,18.02
59,0.003,190,19,13,19.02
59,0.003,200,20,14,20.03
59,0.004,10,1,1,1
59,0.004,20,2,2,2
59,0.004,30,3,4,3
59,0.004,40,4,4,4.01
59,0.004,50,5,5,5.01
59,0.004,60,6,6,6.01
59,0.004,70,7,7,7.01
59,0.004,80,8,7,8.01
59,0.004,90,9,8,9.01
59,0.004,100,10,10,10.02
59,0.004,110,11,9,11.02
59,0.004,120,12,9,12.02
59,0.004,130,13,11,13.02
59,0.004,140,14,12,14.02
59,0.004,150,15,11,15.02
59,0.004,160,16,15,16.03
59,0.004,170,17,15,17.03
59,0.004,180,18,17,18.03
59,0.004,190,19,18,19.03
59,0.004,200,20,19,20.03
59,0.005,10,1,1,1
59,0.005,20,2,2,2
59,0.005,30,3,2,3.01
59,0.005,40,4,5,4.01
59,0.005,50,5,5,5.01
59,0.005,60,6,6,6.01
59,0.005,70,7,6,7.01
59,0.005,80,8,8,8.02
59,0.005,90,9,7,9.02
59,0.005,100,10,10,10.02
59,0.005,110,11,11,11.02
59,0.005,120,12,8,12.02
59,0.005,130,13,12,13.03
59,0.005,140,14,15,14.03
59,0.005,150,15,15,15.03
59,0.005,160,16,16,16.03
59,0.005,170,17,15,17.03
59,0.005,180,18,15,18.04
59,0.005,190,19,14,19.04
59,0.005,200,20,13,20.04
59,0.006,10,1,1,1
59,0.006,20,2,2,2
59,0.006,30,3,3,3.01
59,0.006,40,4,4,4.01
59,0.006,50,5,5,5.01
59,0.006,60,6,7,6.01
59,0.006,70,7,6,7.02
59,0.006,80,8,6,8.02
59,0.006,90,9,8,9.02
59,0.006,100,10,9,10.02
59,0.006,110,11,10,11.03
59,0.006,120,12,12,12.03
59,0.006,130,13,10,13.03
59,0.006,140,14,12,14.03
59,0.006,150,15,14,15.04
59,0.006,160,16,12,16.04
59,0.006,170,17,13,17.04
59,0.006,180,18,17,18.04
59,0.006,190,19,12,19.05
59,0.006,200,20,16,20.05
59,0.007,10,1,1,1
59,0.007,20,2,2,2.01
59,0.007,30,3,3,3.01
59,0.007,40,4,4,4.01
59,0.007,50,5,6,5.01
59,0.007,60,6,4,6.02
59,0.007,70,7,8,7.02
59,0.007,80,8,7,8.02
59,0.007,90,9,8,9.02
59,0.007,100,10,10,10.03
59,0.007,110,11,9,11.03
59,0.007,120,12,12,12.03
59,0.007,130,13,13,13.04
59,0.007,140,14,12,14.04
59,0.007,150,15,13,15.04
59,0.007,160,16,12,16.04
59,0.007,170,17,13,17.05
59,0.007,180,18,15,18.05
59,0.007,190,19,16,19.05
59,0.007,200,20,11,20.05
59,0.008,10,1,1,1
59,0.008,20,2,2,2.01
59,0.008,30,3,3,3.01
59,0.008,40,4,3,4.01
59,0.008,50,5,5,5.02
59,0.008,60,6,6,6.02
59,0.008,70,7,8,7.02
59,0.008,80,8,8,8.02
59,0.008,90,9,10,9.03
59,0.008,100,10,9,10.03
59,0.008,110,11,10,11.03
59,0.008,120,12,9,12.04
59,0.008,130,13,13,13.04
59,0.008,140,14,13,14.04
59,0.008,150,15,11,15.05
59,0.008,160,16,12,16.05
59,0.008,170,17,14,17.05
59,0.008,180,18,12,18.06
59,0.008,190,19,11,19.06
59,0.008,200,20,17,20.06
59,0.009,10,1,1,1
59,0.009,20,2,2,2.01
59,0.009,30,3,4,3.01
59,0.009,40,4,5,4.01
59,0.009,50,5,4,5.02
59,0.009,60,6,8,6.02
59,0.009,70,7,8,7.02
59,0.009,80,8,9,8.03
59,0.009,90,9,7,9.03
59,0.009,100,10,10,10.03
59,0.009,110,11,13,11.04
59,0.009,120,12,10,12.04
59,0.009,130,13,12,13.04
59,0.009,140,14,14,14.05
59,0.009,150,15,10,15.05
59,0.009,160,16,15,16.05
59,0.009,170,17,12,17.06
59,0.009,180,18,13,18.06
59,0.009,190,19,14,19.06
59,0.009,200,20,14,20.07
59,0.01,10,1,3,1
59,0.01,20,2,3,2.01
59,0.01,30,3,5,3.01
59,0.01,40,4,4,4.01
59,0.01,50,5,7,5.02
59,0.01,60,6,5,6.02
59,0.01,70,7,9,7.03
59,0.01,80,8,9,8.03
59,0.01,90,9,10,9.03
59,0.01,100,10,9,10.04
59,0.01,110,11,11,11.04
59,0.01,120,12,10,12.04
59,0.01,130,13,12,13.05
59,0.01,140,14,7,14.05
59,0.01,150,15,12,15.06
59,0.01,160,16,12,16.06
59,0.01,170,17,15,17.06
59,0.01,180,18,13,18.07
59,0.01,190,19,13,19.07
59,0.01,200,20,14,20.07
59,0.011,10,1,1,1
59,0.011,20,2,3,2.01
59,0.011,30,3,4,3.01
59,0.011,40,4,3,4.02
59,0.011,50,5,7,5.02
59,0.011,60,6,7,6.02
59,0.011,70,7,6,7.03
59,0.011,80,8,8,8.03
59,0.011,90,9,6,9.04
59,0.011,100,10,10,10.04
59,0.011,110,11,9,11.04
59,0.011,120,12,11,12.05
59,0.011,130,13,11,13.05
59,0.011,140,14,13,14.06
59,0.011,150,15,14,15.06
59,0.011,160,16,14,16.06
59,0.011,170,17,12,17.07
59,0.011,180,18,13,18.07
59,0.011,190,19,17,19.08
59,0.011,200,20,15,20.08
59,0.012,10,1,1,1
59,0.012,20,2,1,2.01
59,0.012,30,3,2,3.01
59,0.012,40,4,5,4.02
59,0.012,50,5,6,5.02
59,0.012,60,6,7,6.03
59,0.012,70,7,9,7.03
59,0.012,80,8,8,8.03
59,0.012,90,9,8,9.04
59,0.012,100,10,10,10.04
59,0.012,110,11,12,11.05
59,0.012,120,12,13,12.05
59,0.012,130,13,9,13.06
59,0.012,140,14,13,14.06
59,0.012,150,15,12,15.06
59,0.012,160,16,13,16.07
59,0.012,170,17,16,17.07
59,0.012,180,18,17,18.08
59,0.012,190,19,15,19.08
59,0.012,200,20,14,20.09
59,0.013,10,1,3,1
59,0.013,20,2,3,2.01
59,0.013,30,3,3,3.01
59,0.013,40,4,4,4.02
59,0.013,50,5,7,5.02
59,0.013,60,6,6,6.03
59,0.013,70,7,10,7.03
59,0.013,80,8,10,8.04
59,0.013,90,9,9,9.04
59,0.013,100,10,10,10.05
59,0.013,110,11,11,11.05
59,0.013,120,12,13,12.05
59,0.013,130,13,11,13.06
59,0.013,140,14,12,14.06
59,0.013,150,15,14,15.07
59,0.013,160,16,14,16.07
59,0.013,170,17,15,17.08
59,0.013,180,18,12,18.08
59,0.013,190,19,13,19.09
59,0.013,200,20,18,20.09
59,0.014,10,1,2,1
59,0.014,20,2,3,2.01
59,0.014,30,3,4,3.01
59,0.014,40,4,6,4.02
59,0.014,50,5,5,5.02
59,0.014,60,6,7,6.03
59,0.014,70,7,9,7.03
59,0.014,80,8,9,8.04
59,0.014,90,9,5,9.04
59,0.014,100,10,11,10.05
59,0.014,110,11,10,11.05
59,0.014,120,12,13,12.06
59,0.014,130,13,13,13.06
59,0.014,140,14,8,14.07
59,0.014,150,15,12,15.07
59,0.014,160,16,11,16.08
59,0.014,170,17,18,17.08
59,0.014,180,18,15,18.09
59,0.014,190,19,14,19.09
59,0.014,200,20,15,20.1
59,0.015,10,1,3,1
59,0.015,20,2,2,2.01
59,0.015,30,3,2,3.01
59,0.015,40,4,4,4.02
59,0.015,50,5,5,5.02
59,0.015,60,6,9,6.03
59,0.015,70,7,11,7.04
59,0.015,80,8,8,8.04
59,0.015,90,9,7,9.05
59,0.015,100,10,14,10.05
59,0.015,110,11,10,11.06
59,0.015,120,12,13,12.06
59,0.015,130,13,14,13.07
59,0.015,140,14,13,14.07
59,0.015,150,15,10,15.08
59,0.015,160,16,19,16.08
59,0.015,170,17,11,17.09
59,0.015,180,18,13,18.09
59,0.015,190,19,17,19.1
59,0.015,200,20,20,20.1
59,0.016,10,1,1,1
59,0.016,20,2,2,2.01
59,0.016,30,3,3,3.02
59,0.016,40,4,4,4.02
59,0.016,50,5,5,5.03
59,0.016,60,6,6,6.03
59,0.016,70,7,8,7.04
59,0.016,80,8,9,8.04
59,0.016,90,9,10,9.05
59,0.016,100,10,7,10.05
59,0.016,110,11,11,11.06
59,0.016,120,12,11,12.06
59,0.016,130,13,11,13.07
59,0.016,140,14,11,14.07
59,0.016,150,15,14,15.08
59,0.016,160,16,13,16.08
59,0.016,170,17,15,17.09
59,0.016,180,18,18,18.1
59,0.016,190,19,18,19.1
59,0.016,200,20,15,20.11
59,0.017,10,1,1,1.01
59,0.017,20,2,3,2.01
59,0.017,30,3,4,3.02
59,0.017,40,4,4,4.02
59,0.017,50,5,5,5.03
59,0.017,60,6,8,6.03
59,0.017,70,7,8,7.04
59,0.017,80,8,10,8.04
59,0.017,90,9,10,9.05
59,0.017,100,10,8,10.06
59,0.017,110,11,9,11.06
59,0.017,120,12,12,12.07
59,0.017,130,13,16,13.07
59,0.017,140,14,15,14.08
59,0.017,150,15,14,15.08
59,0.017,160,16,14,16.09
59,0.017,170,17,13,17.09
59,0.017,180,18,16,18.1
59,0.017,190,19,17,19.11
59,0.017,200,20,16,20.11
59,0.018,10,1,1,1.01
59,0.018,20,2,3,2.01
59,0.018,30,3,3,3.02
59,0.018,40,4,5,4.02
59,0.018,50,5,5,5.03
59,0.018,60,6,7,6.03
59,0.018,70,7,8,7.04
59,0.018,80,8,12,8.05
59,0.018,90,9,10,9.05
59,0.018,100,10,14,10.06
59,0.018,110,11,13,11.06
59,0.018,120,12,15,12.07
59,0.018,130,13,13,13.08
59,0.018,140,14,15,14.08
59,0.018,150,15,16,15.09
59,0.018,160,16,17,16.09
59,0.018,170,17,14,17.1
59,0.018,180,18,15,18.1
59,0.018,190,19,14,19.11
59,0.018,200,20,16,20.12
59,0.019,10,1,1,1.01
59,0.019,20,2,2,2.01
59,0.019,30,3,4,3.02
59,0.019,40,4,4,4.02
59,0.019,50,5,8,5.03
59,0.019,60,6,7,6.04
59,0.019,70,7,5,7.04
59,0.019,80,8,11,8.05
59,0.019,90,9,6,9.05
59,0.019,100,10,10,10.06
59,0.019,110,11,10,11.07
59,0.019,120,12,10,12.07
59,0.019,130,13,14,13.08
59,0.019,140,14,13,14.08
59,0.019,150,15,12,15.09
59,0.019,160,16,18,16.1
59,0.019,170,17,15,17.1
59,0.019,180,18,14,18.11
59,0.019,190,19,14,19.11
59,0.019,200,20,15,20.12
59,0.02,10,1,2,1.01
59,0.02,20,2,3,2.01
59,0.02,30,3,5,3.02
59,0.02,40,4,3,4.02
59,0.02,50,5,9,5.03
59,0.02,60,6,7,6.04
59,0.02,70,7,8,7.04
59,0.02,80,8,9,8.05
59,0.02,90,9,9,9.06
59,0.02,100,10,12,10.06
59,0.02,110,11,12,11.07
59,0.02,120,12,7,12.07
59,0.02,130,13,14,13.08
59,0.02,140,14,13,14.09
59,0.02,150,15,14,15.09
59,0.02,160,16,12,16.1
59,0.02,170,17,17,17.11
59,0.02,180,18,11,18.11
59,0.02,190,19,15,19.12
59,0.02,200,20,17,20.12
59,0.021,10,1,2,1.01
59,0.021,20,2,1,2.01
59,0.021,30,3,4,3.02
59,0.021,40,4,6,4.03
59,0.021,50,5,9,5.03
59,0.021,60,6,5,6.04
59,0.021,70,7,9,7.04
59,0.021,80,8,11,8.05
59,0.021,90,9,9,9.06
59,0.021,100,10,11,10.06
59,0.021,110,11,10,11.07
59,0.021,120,12,9,12.08
59,0.021,130,13,10,13.08
59,0.021,140,14,15,14.09
59,0.021,150,15,13,15.1
59,0.021,160,16,14,16.1
59,0.021,170,17,15,17.11
59,0.021,180,18,14,18.12
59,0.021,190,19,13,19.12
59,0.021,200,20,12,20.13
59,0.022,10,1,2,1.01
59,0.022,20,2,2,2.01
59,0.022,30,3,4,3.02
59,0.022,40,4,2,4.03
59,0.022,50,5,6,5.03
59,0.022,60,6,7,6.04
59,0.022,70,7,7,7.05
59,0.022,80,8,9,8.05
59,0.022,90,9,8,9.06
59,0.022,100,10,13,10.07
59,0.022,110,11,12,11.07
59,0.022,120,12,12,12.08
59,0.022,130,13,14,13.09
59,0.022,140,14,13,14.09
59,0.022,150,15,11,15.1
59,0.022,160,16,11,16.11
59,0.022,170,17,19,17.11
59,0.022,180,18,18,18.12
59,0.022,190,19,15,19.13
59,0.022,200,20,15,20.13
59,0.023,10,1,1,1.01
59,0.023,20,2,3,2.01
59,0.023,30,3,4,3.02
59,0.023,40,4,6,4.03
59,0.023,50,5,6,5.03
59,0.023,60,6,8,6.04
59,0.023,70,7,9,7.05
59,0.023,80,8,10,8.05
59,0.023,90,9,8,9.06
59,0.023,100,10,9,10.07
59,0.023,110,11,10,11.08
59,0.023,120,12,10,12.08
59,0.023,130,13,11,13.09
59,0.023,140,14,12,14.1
59,0.023,150,15,11,15.1
59,0.023,160,16,10,16.11
59,0.023,170,17,16,17.12
59,0.023,180,18,16,18.12
59,0.023,190,19,14,19.13
59,0.023,200,20,16,20.14
59,0.024,10,1,2,1.01
59,0.024,20,2,3,2.01
59,0.024,30,3,5,3.02
59,0.024,40,4,6,4.03
59,0.024,50,5,9,5.03
59,0.024,60,6,11,6.04
59,0.024,70,7,9,7.05
59,0.024,80,8,8,8.06
59,0.024,90,9,9,9.06
59,0.024,100,10,12,10.07
59,0.024,110,11,9,11.08
59,0.024,120,12,12,12.08
59,0.024,130,13,15,13.09
59,0.024,140,14,13,14.1
59,0.024,150,15,7,15.11
59,0.024,160,16,15,16.11
59,0.024,170,17,16,17.12
59,0.024,180,18,16,18.13
59,0.024,190,19,17,19.13
59,0.024,200,20,17,20.14
59,0.025,10,1,3,1.01
59,0.025,20,2,3,2.01
59,0.025,30,3,5,3.02
59,0.025,40,4,5,4.03
59,0.025,50,5,8,5.04
59,0.025,60,6,7,6.04
59,0.025,70,7,9,7.05
59,0.025,80,8,12,8.06
59,0.025,90,9,9,9.06
59,0.025,100,10,10,10.07
59,0.025,110,11,11,11.08
59,0.025,120,12,12,12.09
59,0.025,130,13,14,13.09
59,0.025,140,14,13,14.1
59,0.025,150,15,16,15.11
59,0.025,160,16,16,16.12
59,0.025,170,17,15,17.12
59,0.025,180,18,14,18.13
59,0.025,190,19,15,19.14
59,0.025,200,20,18,20.15
59,0.026,10,1,4,1.01
59,0.026,20,2,1,2.01
59,0.026,30,3,6,3.02
59,0.026,40,4,5,4.03
59,0.026,50,5,6,5.04
59,0.026,60,6,6,6.04
59,0.026,70,7,6,7.05
59,0.026,80,8,7,8.06
59,0.026,90,9,9,9.07
59,0.026,100,10,13,10.07
59,0.026,110,11,12,11.08
59,0.026,120,12,11,12.09
59,0.026,130,13,11,13.1
59,0.026,140,14,14,14.1
59,0.026,150,15,14,15.11
59,0.026,160,16,15,16.12
59,0.026,170,17,16,17.13
59,0.026,180,18,18,18.13
59,0.026,190,19,11,19.14
59,0.026,200,20,17,20.15
59,0.027,10,1,1,1.01
59,0.027,20,2,2,2.01
59,0.027,30,3,3,3.02
59,0.027,40,4,5,4.03
59,0.027,50,5,6,5.04
59,0.027,60,6,9,6.05
59,0.027,70,7,7,7.05
59,0.027,80,8,8,8.06
59,0.027,90,9,10,9.07
59,0.027,100,10,12,10.08
59,0.027,110,11,12,11.08
59,0.027,120,12,14,12.09
59,0.027,130,13,15,13.1
59,0.027,140,14,15,14.11
59,0.027,150,15,14,15.11
59,0.027,160,16,15,16.12
59,0.027,170,17,13,17.13
59,0.027,180,18,17,18.14
59,0.027,190,19,19,19.15
59,0.027,200,20,15,20.15
59,0.028,10,1,5,1.01
59,0.028,20,2,5,2.01
59,0.028,30,3,4,3.02
59,0.028,40,4,7,4.03
59,0.028,50,5,5,5.04
59,0.028,60,6,7,6.05
59,0.028,70,7,9,7.05
59,0.028,80,8,10,8.06
59,0.028,90,9,13,9.07
59,0.028,100,10,10,10.08
59,0.028,110,11,11,11.09
59,0.028,120,12,16,12.09
59,0.028,130,13,16,13.1
59,0.028,140,14,13,14.11
59,0.028,150,15,13,15.12
59,0.028,160,16,15,16.12
59,0.028,170,17,14,17.13
59,0.028,180,18,19,18.14
59,0.028,190,19,14,19.15
59,0.028,200,20,21,20.16
59,0.029,10,1,1,1.01
59,0.029,20,2,3,2.02
59,0.029,30,3,7,3.02
59,0.029,40,4,5,4.03
59,0.029,50,5,8,5.04
59,0.029,60,6,8,6.05
59,0.029,70,7,9,7.06
59,0.029,80,8,10,8.06
59,0.029,90,9,13,9.07
59,0.029,100,10,9,10.08
59,0.029,110,11,12,11.09
59,0.029,120,12,14,12.1
59,0.029,130,13,16,13.1
59,0.029,140,14,14,14.11
59,0.029,150,15,17,15.12
59,0.029,160,16,16,16.13
59,0.029,170,17,18,17.14
59,0.029,180,18,9,18.14
59,0.029,190,19,18,19.15
59,0.029,200,20,17,20.16
59,0.03,10,1,3,1.01
59,0.03,20,2,4,2.02
59,0.03,30,3,4,3.02
59,0.03,40,4,7,4.03
59,0.03,50,5,7,5.04
59,0.03,60,6,9,6.05
59,0.03,70,7,11,7.06
59,0.03,80,8,9,8.06
59,0.03,90,9,14,9.07
59,0.03,100,10,12,10.08
59,0.03,110,11,15,11.09
59,0.03,120,12,13,12.1
59,0.03,130,13,13,13.11
59,0.03,140,14,12,14.11
59,0.03,150,15,17,15.12
59,0.03,160,16,16,16.13
59,0.03,170,17,13,17.14
59,0.03,180,18,17,18.15
59,0.03,190,19,17,19.16
59,0.03,200,20,18,20.16
59,0.031,10,1,1,1.01
59,0.031,20,2,4,2.02
59,0.031,30,3,4,3.02
59,0.031,40,4,6,4.03
59,0.031,50,5,5,5.04
59,0.031,60,6,9,6.05
59,0.031,70,7,8,7.06
59,0.031,80,8,9,8.07
59,0.031,90,9,8,9.07
59,0.031,100,10,12,10.08
59,0.031,110,11,13,11.09
59,0.031,120,12,11,12.1
59,0.031,130,13,14,13.11
59,0.031,140,14,13,14.12
59,0.031,150,15,10,15.12
59,0.031,160,16,17,16.13
59,0.031,170,17,19,17.14
59,0.031,180,18,16,18.15
59,0.031,190,19,17,19.16
59,0.031,200,20,13,20.17
59,0.032,10,1,1,1.01
59,0.032,20,2,3,2.02
59,0.032,30,3,7,3.02
59,0.032,40,4,8,4.03
59,0.032,50,5,11,5.04
59,0.032,60,6,7,6.05
59,0.032,70,7,8,7.06
59,0.032,80,8,9,8.07
59,0.032,90,9,14,9.08
59,0.032,100,10,13,10.08
59,0.032,110,11,11,11.09
59,0.032,120,12,16,12.1
59,0.032,130,13,15,13.11
59,0.032,140,14,15,14.12
59,0.032,150,15,14,15.13
59,0.032,160,16,16,16.14
59,0.032,170,17,13,17.14
59,0.032,180,18,17,18.15
59,0.032,190,19,21,19.16
59,0.032,200,20,19,20.17
59,0.033,10,1,1,1.01
59,0.033,20,2,4,2.02
59,0.033,30,3,4,3.03
59,0.033,40,4,8,4.03
59,0.033,50,5,7,5.04
59,0.033,60,6,10,6.05
59,0.033,70,7,6,7.06
59,0.033,80,8,9,8.07
59,0.033,90,9,10,9.08
59,0.033,100,10,10,10.09
59,0.033,110,11,10,11.09
59,0.033,120,12,13,12.1
59,0.033,130,13,13,13.11
59,0.033,140,14,15,14.12
59,0.033,150,15,12,15.13
59,0.033,160,16,17,16.14
59,0.033,170,17,13,17.15
59,0.033,180,18,16,18.16
59,0.033,190,19,14,19.16
59,0.033,200,20,15,20.17
59,0.034,10,1,1,1.01
59,0.034,20,2,6,2.02
59,0.034,30,3,6,3.03
59,0.034,40,4,6,4.03
59,0.034,50,5,8,5.04
59,0.034,60,6,9,6.05
59,0.034,70,7,7,7.06
59,0.034,80,8,8,8.07
59,0.034,90,9,11,9.08
59,0.034,100,10,13,10.09
59,0.034,110,11,12,11.1
59,0.034,120,12,12,12.11
59,0.034,130,13,13,13.11
59,0.034,140,14,17,14.12
59,0.034,150,15,14,15.13
