"m0_true","K_true","theta_true","area","sim_1","sim_2","sim_3","sim_4","sim_5","sim_6","sim_7","sim_8","sim_9","sim_10","sim_11","sim_12","sim_13","sim_14","sim_15","sim_16","sim_17","sim_18","sim_19","sim_20","sim_21","sim_22","sim_23","sim_24","sim_25","sim_26","sim_27","sim_28","sim_29","sim_30","sim_31","sim_32","sim_33","sim_34","sim_35","sim_36","sim_37","sim_38","sim_39","sim_40","sim_41","sim_42","sim_43","sim_44","sim_45","sim_46","sim_47","sim_48","sim_49","sim_50","sim_51","sim_52","sim_53","sim_54","sim_55","sim_56","sim_57","sim_58","sim_59","sim_60","sim_61","sim_62","sim_63","sim_64","sim_65","sim_66","sim_67","sim_68","sim_69","sim_70","sim_71","sim_72","sim_73","sim_74","sim_75","sim_76","sim_77","sim_78","sim_79","sim_80","sim_81","sim_82","sim_83","sim_84","sim_85","sim_86","sim_87","sim_88","sim_89","sim_90","sim_91","sim_92","sim_93","sim_94","sim_95","sim_96","sim_97","sim_98","sim_99","sim_100","species","st_error"
0.2,15,4.50010500315009,1815,22,19,22,19,20,22,21,22,19,22,21,21,18,23,19,21,24,22,22,19,24,20,19,20,24,22,23,18,21,21,23,23,23,22,20,20,22,20,20,19,17,21,21,21,21,22,21,22,22,18,22,26,21,19,16,23,22,25,21,21,22,24,23,20,21,18,26,21,21,20,20,20,23,20,24,24,21,19,20,19,22,23,22,21,26,17,17,23,20,22,22,19,24,20,23,22,21,26,24,29,21.3232323232323,0.22095363245479
0.2,15,4.50010500315009,2160,17,18,23,20,23,24,20,23,20,18,26,25,20,20,19,23,19,21,24,20,25,22,21,21,19,21,23,18,23,21,21,22,20,23,22,21,21,21,23,22,22,19,21,20,23,23,20,21,23,18,22,20,23,21,20,28,23,25,19,23,24,25,24,23,23,21,23,21,19,23,20,21,19,20,25,25,19,21,21,21,23,20,21,27,22,17,19,25,23,22,23,22,21,19,22,20,25,21,21,25,21.6767676767677,0.214323365056085
0.2,15,4.50010500315009,2535,21,17,22,19,21,21,24,25,21,18,22,25,18,23,19,21,23,21,25,23,25,22,20,21,23,21,24,18,25,19,21,23,19,26,21,26,24,19,20,18,21,21,19,21,24,23,18,23,23,21,24,25,26,18,21,24,22,24,24,23,23,23,24,26,28,17,20,26,19,26,19,19,21,21,20,24,19,19,23,23,20,21,23,24,23,18,20,22,23,23,25,19,22,17,25,20,25,22,22,26,21.8989898989899,0.254619229982418
0.2,15,4.50010500315009,2940,21,19,21,21,23,19,22,28,19,21,22,18,22,23,21,20,21,26,25,21,23,22,20,24,28,22,26,17,28,24,25,23,23,27,23,24,20,19,24,16,19,22,20,21,26,22,22,22,21,24,21,19,25,23,20,28,22,22,20,24,24,24,26,25,26,20,27,23,23,26,20,18,23,21,26,28,21,20,23,21,22,22,21,27,18,20,23,20,24,22,27,25,25,19,25,22,21,27,19,29,22.5858585858586,0.283908471162731
0.2,15,4.50010500315009,3375,22,21,24,22,23,23,23,24,25,18,25,23,20,20,19,20,22,25,22,24,26,25,20,19,26,24,26,21,24,20,25,25,22,27,27,19,19,23,22,23,23,23,22,23,27,22,20,26,23,24,25,21,28,21,21,25,23,23,22,27,23,24,25,25,30,22,22,20,20,25,25,22,23,22,30,22,23,23,23,22,24,25,20,26,21,18,21,26,24,24,26,23,27,20,28,21,20,23,20,24,23.1010101010101,0.252994822128233
0.2,15,4.50010500315009,3840,21,20,22,21,26,22,25,26,22,19,23,21,20,22,19,24,23,24,27,23,23,22,19,22,25,20,26,20,27,22,22,22,22,28,22,20,22,21,25,20,17,23,21,20,26,19,20,21,21,22,22,22,27,19,17,26,25,26,22,26,25,23,27,22,26,22,23,27,24,20,22,22,25,23,24,27,24,22,27,21,25,21,23,23,19,17,22,24,22,21,29,19,24,19,23,20,24,23,22,25,22.6464646464646,0.260548685794359
0.2,15,4.50010500315009,4335,24,17,22,21,24,22,27,26,20,18,26,23,18,23,18,23,25,26,27,22,24,26,18,22,24,25,24,20,26,24,27,22,22,28,24,24,22,22,25,19,21,23,21,23,27,23,21,26,20,26,23,25,26,22,18,27,29,26,25,27,24,27,22,26,28,22,26,24,21,24,22,23,26,21,29,26,24,22,21,20,23,25,23,22,26,20,22,24,19,24,22,23,25,23,22,23,22,21,27,26,23.3838383838384,0.268495226788674
0.2,15,4.50010500315009,4860,21,22,27,19,27,24,23,25,24,23,27,26,20,26,22,23,24,21,26,22,23,23,19,20,26,22,25,22,27,23,27,21,21,27,23,26,20,21,23,23,23,21,25,22,24,23,19,24,21,24,20,23,28,21,19,31,21,24,22,27,28,23,29,23,27,20,26,22,21,26,18,21,26,25,31,25,20,23,24,20,22,25,24,26,25,22,20,26,26,29,26,25,25,21,26,24,24,28,24,24,23.6868686868687,0.275669932150293
0.2,15,4.50010500315009,5415,23,27,24,24,26,25,24,27,24,21,25,23,21,26,21,21,24,23,25,21,25,25,19,21,25,24,23,21,26,24,28,22,19,27,24,27,21,22,26,22,21,26,22,23,29,21,23,26,24,28,24,25,26,22,22,28,25,28,24,25,27,24,28,21,31,22,27,24,22,32,23,26,24,26,24,26,21,21,24,22,18,27,23,26,23,20,22,25,25,25,24,20,24,21,25,26,24,23,26,31,24.1212121212121,0.266013705553891
0.2,15,4.50010500315009,6000,22,21,22,21,21,21,23,30,24,20,24,25,21,26,19,21,23,25,26,27,26,24,21,19,25,23,24,23,27,23,27,25,25,26,23,23,21,23,24,19,23,24,23,22,27,21,24,21,23,24,27,27,28,22,20,28,22,26,24,28,28,26,25,25,31,22,22,25,26,27,25,23,25,27,29,25,23,21,25,21,24,26,24,24,24,20,22,26,27,25,26,21,25,21,25,23,23,20,24,29,23.989898989899,0.257437281138224
