"","X1","R-Squared","AIC Score","BIC Score","ID","Model"
"1382",3,NA,NA,NA,277,"Baranyi"
"1383",4,NA,NA,NA,277,"Buchanan"
"1384",5,0.96443775798593,25.2819691481851,25.0656097444063,277,"Quadratic"
"1385",6,0.979824056357607,23.3144148476605,23.0439655929371,277,"Polynomial"
"1386",7,0.826684593789975,34.3687695891554,34.2065000363213,277,"Linear"
"1387",1,0.999918956727485,-7.38447499882852,-9.83929755434896,278,"Logistic"
"1388",2,1,-253.134775236101,-256.203303430501,278,"Gompertz"
"1389",3,NA,NA,NA,278,"Baranyi"
"1390",4,NA,NA,NA,278,"Buchanan"
"1391",5,0.957664393435482,17.6491271335551,15.1943045780346,278,"Quadratic"
"1392",6,1,-Inf,-Inf,278,"Polynomial"
"1393",7,0.765996299529073,22.4879608715061,20.6468439548658,278,"Linear"
"1394",1,0.99461527736056,13.380967029251,11.8187186789874,279,"Logistic"
"1395",2,0.995123856425564,14.8849112950974,12.9321008572679,279,"Gompertz"
"1396",3,NA,NA,NA,279,"Baranyi"
"1397",4,NA,NA,NA,279,"Buchanan"
"1398",5,0.991793113632804,15.4880060270996,13.925757676836,279,"Quadratic"
"1399",6,0.999522443516851,3.2677738298381,1.3149633920086,279,"Polynomial"
"1400",7,0.917807633746084,25.0084501624999,23.8367638998022,279,"Linear"
"1401",1,0.909280351368591,12.6577193958505,17.1996962595671,28,"Logistic"
"1402",2,0.927790659034095,9.40901467519662,15.0864857548424,28,"Gompertz"
"1403",3,NA,NA,NA,28,"Baranyi"
"1404",4,NA,NA,NA,28,"Buchanan"
"1405",5,0.847812997533238,24.5564491714034,29.09842603512,28,"Quadratic"
"1406",6,0.961865765655166,-5.27549622974556,0.40197484990019,28,"Polynomial"
"1407",7,0.303128353469463,57.5507467351575,60.957229382945,28,"Linear"
"1408",1,0.998974894643279,5.01217944285575,2.55735688733531,280,"Logistic"
"1409",2,0.999420341728155,4.73173172322703,1.66320352882649,280,"Gompertz"
"1410",3,0.999420124951156,4.73322733872916,1.66469914432862,280,"Baranyi"
"1411",4,NA,NA,NA,280,"Buchanan"
"1412",5,0.999823388507252,-2.0222137948934,-4.47703635041383,280,"Quadratic"
"1413",6,1,-Inf,-Inf,280,"Polynomial"
"1414",7,0.923108276690386,20.2825908312659,18.4414739146256,280,"Linear"
"1415",1,NA,NA,NA,281,"Logistic"
"1416",2,NA,NA,NA,281,"Gompertz"
"1417",3,NA,NA,NA,281,"Baranyi"
"1418",4,NA,NA,NA,281,"Buchanan"
"1419",5,0.997724382933708,5.55306326188341,4.72010113879563,281,"Quadratic"
"1420",6,0.997724494310553,7.55276959322088,6.51156693936116,281,"Polynomial"
"1421",7,0.947075797112277,22.4327202749951,21.8079986826793,281,"Linear"
"1422",1,0.953739791582606,251.642327043336,263.711446390595,282,"Logistic"
"1423",2,0.956577251823882,244.084222311905,259.17062149598,282,"Gompertz"
"1424",3,0.952919954933518,256.294955743202,271.381354927276,282,"Baranyi"
"1425",4,NA,NA,NA,282,"Buchanan"
"1426",5,0.9483555658097,268.267467437,280.33658678426,282,"Quadratic"
"1427",6,0.952534123996917,257.527389552861,272.613788736936,282,"Polynomial"
"1428",7,0.81394255337017,459.800097870394,468.851937380838,282,"Linear"
"1429",1,0.981401784356907,87.2218703023603,97.1312175602731,283,"Logistic"
"1430",2,0.981073302045873,90.762563083581,103.149247155972,283,"Gompertz"
"1431",3,NA,NA,NA,283,"Baranyi"
"1432",4,NA,NA,NA,283,"Buchanan"
"1433",5,0.969978813140034,129.359589496508,139.268936754421,283,"Quadratic"
"1434",6,0.970007036387531,131.276820818012,143.663504890403,283,"Polynomial"
"1435",7,0.807454584096795,290.90131435782,298.333324801254,283,"Linear"
"1436",1,0.990119299855661,54.9517227329242,65.680247641421,284,"Logistic"
"1437",2,0.991573414964402,39.759010414269,53.1696665498901,284,"Gompertz"
"1438",3,NA,NA,NA,284,"Baranyi"
"1439",4,NA,NA,NA,284,"Buchanan"
"1440",5,0.983683952505908,109.120824627276,119.849349535773,284,"Quadratic"
"1441",6,0.985459167327446,98.6804780577175,112.091134193339,284,"Polynomial"
"1442",7,0.871127348625637,330.321787890447,338.368181571819,284,"Linear"
"1443",1,0.990292660925128,50.825703072102,60.7802485510306,285,"Logistic"
"1444",2,0.989467904743094,60.0832152838377,72.5263971324984,285,"Gompertz"
"1445",3,0.989830163957838,56.9681086707993,69.41129051946,285,"Baranyi"
"1446",4,NA,NA,NA,285,"Buchanan"
"1447",5,0.969739342274701,152.015698328796,161.970243807724,285,"Quadratic"
"1448",6,0.976318523372294,132.19687856338,144.64006041204,285,"Polynomial"
"1449",7,0.747477317336565,338.842782673582,346.308691782779,285,"Linear"
"1450",1,0.937427187930307,12.686774051345,17.2287509150616,29,"Logistic"
"1451",2,0.955030914704042,7.08859498637353,12.7660660660193,29,"Gompertz"
"1452",3,NA,NA,NA,29,"Baranyi"
"1453",4,NA,NA,NA,29,"Buchanan"
"1454",5,0.667519710015039,51.102517342673,55.6444942063896,29,"Quadratic"
"1455",6,0.886187730003025,28.4458217420209,34.1232928216667,29,"Polynomial"
"1456",7,0.241224369907559,68.0804047872609,71.4868874350484,29,"Linear"
"1457",1,0.923630987172821,8.47607751887244,13.8048955595733,3,"Logistic"
"1458",2,0.996508677035659,-75.9122184714689,-69.2511959205929,3,"Gompertz"
"1459",3,0.994680122213409,-64.1194698567451,-57.4584473058691,3,"Baranyi"
"1460",4,NA,NA,NA,3,"Buchanan"
"1461",5,0.622752100664475,53.2011917047896,58.5300097454905,3,"Quadratic"
"1462",6,0.855506576895469,28.3304726519455,34.9914952028215,3,"Polynomial"
"1463",7,0.260179451628343,70.0593352137117,74.0559487442373,3,"Linear"
"1464",1,0.99155693806722,-41.0592563840165,-36.5172795202999,30,"Logistic"
"1465",2,0.989413716615731,-33.8563318140307,-28.1788607343849,30,"Gompertz"
"1466",3,NA,NA,NA,30,"Baranyi"
"1467",4,NA,NA,NA,30,"Buchanan"
"1468",5,0.687007501703567,42.0359300340234,46.57790689774,30,"Quadratic"
"1469",6,0.849212872962246,27.2387969131553,32.9162679928011,30,"Polynomial"
"1470",7,0.355590876401723,56.6454855197929,60.0519681675804,30,"Linear"
"1471",1,0.779061198802008,-19.1349465639038,-14.9568568130101,31,"Logistic"
"1472",2,0.833353066214564,-23.0571217050724,-17.8345095164553,31,"Gompertz"
"1473",3,0.833314328864033,-23.0522407882176,-17.8296285996005,31,"Baranyi"
"1474",4,NA,NA,NA,31,"Buchanan"
"1475",5,0.453552051601248,-0.118327008004998,4.05976274288869,31,"Quadratic"
"1476",6,0.667601743457946,-8.55753704361517,-3.33492485499806,31,"Polynomial"
"1477",7,0.0294219501739711,9.94518103516054,13.0787483483308,31,"Linear"
"1478",1,0.909438375168907,16.0289103218749,20.9044136213477,32,"Logistic"
"1479",2,0.89327275118404,22.1350590022502,28.2294381265912,32,"Gompertz"
